R,algorithm,date,iteration,seed,size
282475249,RLSSDstar,20220308102227_132,25242,16467313464041582,20
777600000,RLSSDstar,20220308102228_326,6335,16467313480810860,20
1048576,RLSSDstar,20220308102228_934,346,16467313489299180,9
2535525376,RLSSDstar,20220308103313_494,67985,16467319905508930,30
380204032,RLSSDstar,20220308103319_476,32648,16467319984649538,20
7339040224,RLSSDstar,20220308103324_957,96808,16467320000191970,30
101621504799,RLSSDstar,20220308103347_88,295049,16467320049579520,40
16850581551,RLSSDstar,20220308103356_456,149257,16467320279163430,30
4084101,RLSSDstar,20220308103359_639,2412,16467320395929028,10
1419857,RLSSDstar,20220308103359_673,2780,16467320396404480,10
73439775749,RLSSDstar,20220308103419_66,268416,16467320398465410,40
18424351793,RLSSDstar,20220308103548_297,159454,16467321385299550,30
2073071593,RLSSDstar,20220308103553_989,56233,16467321513960610,20
6436343,RLSSDstar,20220308103557_232,5468,16467321570670490,10
2476099,RLSSDstar,20220308103610_072,3097,16467321700117860,10
844596301,RLSSDstar,20220308103617_031,38135,16467321756922920,20
68641485507,RLSSDstar,20220308103642_648,309372,16467321770321050,40
64097340625,RLSSDstar,20220308103743_811,328830,16467322393851840,40
10510100501,RLSSDstar,20220308103751_608,127717,16467322638139290,30
17210368,RLSSDstar,20220308103755_814,4639,16467322757286798,10
1160290625,RLSSDstar,20220308103757_321,41965,16467322758148702,20
111577100832,RLSSDstar,20220308103914_727,371406,16467323225369430,40
714924299,RLSSDstar,20220308103933_234,32594,16467323721524488,20
