R,algorithm,date,iteration,seed,size
6400,RLSSDstar,20211123111034_857,822600,16376622325443562,80
6400,RLSSDstar,20211123111115_245,862223,16376622735012550,80
6400,RLSSDstar,20211123111117_375,1005957,16376622752477420,80
6400,RLSSDstar,20211123111119_055,779417,16376622773764730,80
6400,RLSSDstar,20211123111120_797,829521,16376622790568140,80
6400,RLSSDstar,20211123111123_328,777981,16376622818614480,80
6400,RLSSDstar,20211123111228_465,781895,16376623467152650,80
6400,RLSSDstar,20211123111232_896,782615,16376623509255340,80
6400,RLSSDstar,20211123111234_693,779077,16376623529423790,80
6400,RLSSDstar,20211123111236_417,779992,16376623546947040,80
6400,RLSSDstar,20211123111238_169,789503,16376623564179100,80
6400,RLSSDstar,20211123111240_212,777999,16376623586111190,80
6400,RLSSDstar,20211123111242_072,823002,16376623602130360,80
6400,RLSSDstar,20211123111243_849,780004,16376623620732880,80
6400,RLSSDstar,20211123111245_513,778671,16376623638507740,80
6400,RLSSDstar,20211123111252_395,796277,16376623707096650,80
6400,RLSSDstar,20211123111253_917,777928,16376623723977950,80
6400,RLSSDstar,20211123111256_705,782631,16376623751378060,80
6400,RLSSDstar,20211123111258_356,792342,16376623767065850,80
6400,RLSSDstar,20211123111300_204,830946,16376623783759490,80
6400,RLSSDstar,20211123111346_896,781117,16376624252628810,80
6400,RLSSDstar,20211123111349_963,783569,16376624284574320,80
6400,RLSSDstar,20211123111353_813,861182,16376624318872760,80
6400,RLSSDstar,20211123111355_54,823947,16376624338146460,80
6400,RLSSDstar,20211123111400_687,778291,16376624390798080,80
6400,RLSSDstar,20211123111402_844,788373,16376624406880168,80
6400,RLSSDstar,20211123111419_661,788415,16376624580298500,80
6400,RLSSDstar,20211123111421_824,779516,16376624600859758,80
6400,RLSSDstar,20211123111423_524,779393,16376624618591462,80
6400,RLSSDstar,20211123111425_558,779341,16376624638752410,80
6400,RLSSDstar,20211123111427_752,941148,16376624655594180,80
6400,RLSSDstar,20211123111437_154,816134,16376624754901990,80
6400,RLSSDstar,20211123111441_991,791746,16376624800548820,80
3600,RLSSDstar,20211123112301_778,313140,16376629810602282,60
3600,RLSSDstar,20211123112302_429,313839,16376629818002090,60
3600,RLSSDstar,20211123112303_097,311188,16376629824305840,60
3600,RLSSDstar,20211123112305_651,312589,16376629849697700,60
3600,RLSSDstar,20211123112309_886,311119,16376629892061600,60
3600,RLSSDstar,20211123112311_356,311314,16376629907038980,60
3600,RLSSDstar,20211123112312_078,311800,16376629913574510,60
3600,RLSSDstar,20211123112313_11,311106,16376629924532210,60
3600,RLSSDstar,20211123112319_146,328080,16376629984788448,60
3600,RLSSDstar,20211123112319_824,322015,16376629991478760,60
3600,RLSSDstar,20211123112320_941,310931,16376630002573990,60
3600,RLSSDstar,20211123112321_674,311893,16376630009976922,60
3600,RLSSDstar,20211123112323_129,341762,16376630023957770,60
3600,RLSSDstar,20211123112323_839,311464,16376630031771540,60
3600,RLSSDstar,20211123112326_081,311269,16376630054767430,60
3600,RLSSDstar,20211123112332_891,311051,16376630122626560,60
3600,RLSSDstar,20211123112334_353,312726,16376630137365078,60
3600,RLSSDstar,20211123112340_83,364296,16376630201120680,60
3600,RLSSDstar,20211123112342_356,311907,16376630217460440,60
3600,RLSSDstar,20211123112345_933,311209,16376630253480862,60
3600,RLSSDstar,20211123112346_787,330015,16376630261718212,60
3600,RLSSDstar,20211123112347_413,322474,16376630267980670,60
3600,RLSSDstar,20211123112348_459,311756,16376630278796402,60
3600,RLSSDstar,20211123112354_377,323597,16376630337443820,60
3600,RLSSDstar,20211123112355_008,316081,16376630343791070,60
3600,RLSSDstar,20211123112355_61,310917,16376630350182230,60
3600,RLSSDstar,20211123112356_232,316791,16376630356109640,60
3600,RLSSDstar,20211123112357_14,311480,16376630365232320,60
3600,RLSSDstar,20211123112357_747,329742,16376630371413670,60
3600,RLSSDstar,20211123112358_416,350353,16376630377479970,60
3600,RLSSDstar,20211123112402_303,311979,16376630417168190,60
3600,RLSSDstar,20211123112405_966,331897,16376630453204240,60
3600,RLSSDstar,20211123112412_809,311992,16376630521995790,60
3600,RLSSDstar,20211123112419_263,315398,16376630586562880,60
3600,RLSSDstar,20211123112420_517,311067,16376630599153180,60
3600,RLSSDstar,20211123112421_746,315508,16376630611058112,60
3600,RLSSDstar,20211123112422_643,311937,16376630619908430,60
3600,RLSSDstar,20211123112425_407,554380,16376630643442330,60
3600,RLSSDstar,20211123112426_646,310844,16376630660768960,60
3600,RLSSDstar,20211123112428_049,311439,16376630674822540,60
3600,RLSSDstar,20211123112430_695,311323,16376630700184360,60
3600,RLSSDstar,20211123112435_303,312935,16376630746941790,60
3600,RLSSDstar,20211123112436_174,340750,16376630754408960,60
3600,RLSSDstar,20211123112437_329,312018,16376630767170588,60
3600,RLSSDstar,20211123112438_047,369729,16376630773306720,60
3600,RLSSDstar,20211123112438_693,316465,16376630780681770,60
3600,RLSSDstar,20211123112439_874,322515,16376630792472702,60
3600,RLSSDstar,20211123112440_48,311620,16376630798756248,60
3600,RLSSDstar,20211123112441_543,337343,16376630808802900,60
3600,RLSSDstar,20211123112442_708,311268,16376630820366880,60
6400,RLSSDstar,20211123113438_148,780937,16376636765191720,80
6400,RLSSDstar,20211123113439_723,779319,16376636781501410,80
6400,RLSSDstar,20211123113516_253,782496,16376637147092740,80
6400,RLSSDstar,20211123113520_964,796026,16376637194224470,80
6400,RLSSDstar,20211123113523_703,778179,16376637222041718,80
6400,RLSSDstar,20211123113528_267,780420,16376637267148060,80
6400,RLSSDstar,20211123113529_853,811353,16376637282686960,80
6400,RLSSDstar,20211123114009_88,828450,16376640082035370,80
6400,RLSSDstar,20211123114016_198,989689,16376640142580978,80
6400,RLSSDstar,20211123114019_845,1185484,16376640174347640,80
6400,RLSSDstar,20211123114025_575,2498860,16376640198459000,80
6400,RLSSDstar,20211123114050_621,2693447,16376640452003060,80
6400,RLSSDstar,20211123114101_104,833701,16376640594639880,80
6400,RLSSDstar,20211123114102_669,778322,16376640611055220,80
6400,RLSSDstar,20211123114124_286,1714544,16376640807994270,80
6400,RLSSDstar,20211123114209_859,787223,16376641283386012,80
6400,RLSSDstar,20211123114211_905,779125,16376641304172670,80
6400,RLSSDstar,20211123115521_152,779060,16376649195594260,80
6400,RLSSDstar,20211123115522_658,778060,16376649211715820,80
6400,RLSSDstar,20211123115539_704,785116,16376649381266130,80
6400,RLSSDstar,20211123120011_77,782447,16376652102480740,80
6400,RLSSDstar,20211123121018_113,778255,16376658163487480,80
6400,RLSSDstar,20211123121020_095,791532,16376658183594640,80
6400,RLSSDstar,20211123121022_131,908127,16376658200965510,80
6400,RLSSDstar,20211123121025_505,1064979,16376658231004570,80
6400,RLSSDstar,20211123121027_851,783066,16376658255058840,80
6400,RLSSDstar,20211123121031_593,782113,16376658299624122,80
6400,RLSSDstar,20211123121033_171,782851,16376658315943552,80
6400,RLSSDstar,20211123121035_18,783441,16376658336085780,80
6400,RLSSDstar,20211123121037_145,778596,16376658355662940,80
6400,RLSSDstar,20211123121041_271,783939,16376658396939980,80
6400,RLSSDstar,20211123121528_696,1023124,16376661264854730,80
6400,RLSSDstar,20211123122111_222,780062,16376664695344410,80
6400,RLSSDstar,20211123122112_767,782122,16376664712246650,80
6400,RLSSDstar,20211123122115_345,779445,16376664737408920,80
6400,RLSSDstar,20211123122132_606,779718,16376664911315538,80
6400,RLSSDstar,20211123122315_442,780072,16376665939204770,80
6400,RLSSDstar,20211123122316_981,779122,16376665954433780,80
6400,RLSSDstar,20211123122333_566,1115932,16376666113918980,80
6400,RLSSDstar,20211123122338_67,2491755,16376666135674650,80
6400,RLSSDstar,20211123122342_2,948188,16376666202453980,80
6400,RLSSDstar,20211123122411_672,796457,16376666500271348,80
6400,RLSSDstar,20211123122417_148,786481,16376666555372428,80
6400,RLSSDstar,20211123122430_723,952864,16376666687837370,80
6400,RLSSDstar,20211123122441_125,787188,16376666796234360,80
6400,RLSSDstar,20211123122740_709,780951,16376668591420730,80
6400,RLSSDstar,20211123122745_128,778640,16376668637217020,80
6400,RLSSDstar,20211123122748_549,1906256,16376668651290300,80
6400,RLSSDstar,20211123122753_519,778292,16376668721027840,80
6400,RLSSDstar,20211123123700_303,780419,16376674188498740,80
6400,RLSSDstar,20211123123704_97,778830,16376674235748230,80
6400,RLSSDstar,20211123123715_228,797626,16376674338034192,80
6400,RLSSDstar,20211123123716_968,790281,16376674355560220,80
6400,RLSSDstar,20211123123718_576,878945,16376674369692330,80
6400,RLSSDstar,20211123123720_403,999724,16376674385775630,80
6400,RLSSDstar,20211123123721_933,822819,16376674404045178,80
6400,RLSSDstar,20211123123724_045,779832,16376674426223340,80
6400,RLSSDstar,20211123123725_461,791733,16376674440466148,80
6400,RLSSDstar,20211123123727_537,781893,16376674461368390,80
6400,RLSSDstar,20211123123737_765,777894,16376674563569118,80
6400,RLSSDstar,20211123123749_675,778865,16376674682958630,80
6400,RLSSDstar,20211123123753_298,811138,16376674717266090,80
6400,RLSSDstar,20211123123803_869,790923,16376674824403980,80
6400,RLSSDstar,20211123123806_749,780246,16376674852379220,80
6400,RLSSDstar,20211123123820_926,782618,16376674992526410,80
6400,RLSSDstar,20211123123824_828,781063,16376675033455650,80
6400,RLSSDstar,20211123123832_916,778613,16376675114624050,80
6400,RLSSDstar,20211123123834_627,845688,16376675129181210,80
6400,RLSSDstar,20211123123836_828,843047,16376675151732212,80
6400,RLSSDstar,20211123124535_929,780566,16376679343769420,80
6400,RLSSDstar,20211123124539_538,777780,16376679380359040,80
6400,RLSSDstar,20211123124542_941,788057,16376679411921890,80
6400,RLSSDstar,20211123124544_65,779317,16376679429610310,80
6400,RLSSDstar,20211123124546_392,795899,16376679446511322,80
6400,RLSSDstar,20211123124549_313,781187,16376679478081430,80
6400,RLSSDstar,20211123124551_743,827500,16376679501520160,80
6400,RLSSDstar,20211123124554_98,786198,16376679534443150,80
6400,RLSSDstar,20211123124556_576,797931,16376679549812320,80
6400,RLSSDstar,20211123124601_419,779216,16376679598102650,80
6400,RLSSDstar,20211123124603_063,795971,16376679614197590,80
6400,RLSSDstar,20211123124605_223,779608,16376679637173080,80
6400,RLSSDstar,20211123124606_914,779310,16376679653531340,80
6400,RLSSDstar,20211123124611_65,780179,16376679701459070,80
6400,RLSSDstar,20211123124613_344,780936,16376679717405520,80
6400,RLSSDstar,20211123124626_987,779868,16376679854535440,80
6400,RLSSDstar,20211123124628_508,783128,16376679870056090,80
6400,RLSSDstar,20211123124630_022,801857,16376679885093060,80
6400,RLSSDstar,20211123124631_544,778491,16376679900689590,80
6400,RLSSDstar,20211123124633_354,949327,16376679915448270,80
6400,RLSSDstar,20211123124635_931,779040,16376679944532630,80
6400,RLSSDstar,20211123124638_43,779324,16376679968935840,80
6400,RLSSDstar,20211123124640_095,813036,16376679985233610,80
6400,RLSSDstar,20211123124642_65,779508,16376680011684660,80
6400,RLSSDstar,20211123124646_076,1272251,16376680034554890,80
6400,RLSSDstar,20211123124647_645,779286,16376680060768500,80
6400,RLSSDstar,20211123124649_942,803149,16376680082395900,80
6400,RLSSDstar,20211123124651_435,784437,16376680099436930,80
6400,RLSSDstar,20211123124652_986,778073,16376680114362710,80
6400,RLSSDstar,20211123124654_654,828721,16376680130683650,80
6400,RLSSDstar,20211123124656_196,794137,16376680146827460,80
6400,RLSSDstar,20211123124659_547,820933,16376680177431190,80
6400,RLSSDstar,20211123124705_066,780186,16376680235283710,80
6400,RLSSDstar,20211123124709_788,785734,16376680282041460,80
6400,RLSSDstar,20211123124712_102,780425,16376680304899052,80
6400,RLSSDstar,20211123124713_737,799279,16376680321038590,80
6400,RLSSDstar,20211123124715_313,783644,16376680337383100,80
6400,RLSSDstar,20211123124716_945,787868,16376680353138450,80
6400,RLSSDstar,20211123124719_104,783287,16376680375632470,80
6400,RLSSDstar,20211123124726_558,786229,16376680450560570,80
6400,RLSSDstar,20211123124728_51,788074,16376680466573638,80
6400,RLSSDstar,20211123124730_436,781197,16376680485124170,80
6400,RLSSDstar,20211123124746_438,1033816,16376680644470470,80
6400,RLSSDstar,20211123124747_926,778427,16376680664398300,80
6400,RLSSDstar,20211123124751_85,907215,16376680700946500,80
6400,RLSSDstar,20211123124753_371,784414,16376680718939840,80
6400,RLSSDstar,20211123124759_103,784183,16376680775190420,80
6400,RLSSDstar,20211123124803_652,778402,16376680821520160,80
6400,RLSSDstar,20211123124814_104,903423,16376680923958400,80
6400,RLSSDstar,20211123124815_974,783511,16376680945042320,80
6400,RLSSDstar,20211123125154_565,911263,16376683123909460,80
6400,RLSSDstar,20211123125156_235,778952,16376683148204680,80
6400,RLSSDstar,20211123125202_486,781414,16376683208891990,80
6400,RLSSDstar,20211123125204_788,781438,16376683231408070,80
6400,RLSSDstar,20211123125206_449,781335,16376683248864760,80
6400,RLSSDstar,20211123125220_487,792147,16376683389160250,80
6400,RLSSDstar,20211123125245_646,780414,16376683637123270,80
6400,RLSSDstar,20211123125247_276,789731,16376683656483470,80
6400,RLSSDstar,20211123125300_487,778723,16376683787845420,80
6400,RLSSDstar,20211123125302_886,788983,16376683810844740,80
6400,RLSSDstar,20211123125304_476,801278,16376683828877090,80
6400,RLSSDstar,20211123125305_961,781981,16376683844768420,80
6400,RLSSDstar,20211123125307_474,780851,16376683859620140,80
6400,RLSSDstar,20211123125311_968,794530,16376683902419528,80
6400,RLSSDstar,20211123125315_911,827713,16376683942287090,80
6400,RLSSDstar,20211123125324_858,875209,16376684032010290,80
6400,RLSSDstar,20211123125354_643,810090,16376684328028430,80
6400,RLSSDstar,20211123125356_87,780877,16376684346443110,80
6400,RLSSDstar,20211123125358_455,787118,16376684368721262,80
6400,RLSSDstar,20211123125401_724,791797,16376684401371860,80
6400,RLSSDstar,20211123125412_989,779558,16376684515208950,80
6400,RLSSDstar,20211123125415_357,779309,16376684536232678,80
6400,RLSSDstar,20211123125417_003,844106,16376684553578910,80
6400,RLSSDstar,20211123125418_628,806643,16376684570048520,80
6400,RLSSDstar,20211123125420_263,811365,16376684586310142,80
6400,RLSSDstar,20211123125425_099,782778,16376684635911290,80
6400,RLSSDstar,20211123125426_606,778299,16376684651000450,80
6400,RLSSDstar,20211123125435_773,790176,16376684741923152,80
6400,RLSSDstar,20211123125437_475,778722,16376684757750280,80
6400,RLSSDstar,20211123125439_07,779273,16376684774958830,80
6400,RLSSDstar,20211123125441_88,780396,16376684803949320,80
6400,RLSSDstar,20211123125451_241,779085,16376684894508942,80
6400,RLSSDstar,20211123125455_078,780175,16376684935000132,80
6400,RLSSDstar,20211123125500_3,780037,16376684987077010,80
6400,RLSSDstar,20211123125501_766,781834,16376685003027170,80
6400,RLSSDstar,20211123125503_928,781724,16376685024216810,80
6400,RLSSDstar,20211123125505_416,779688,16376685039297410,80
6400,RLSSDstar,20211123125506_977,783744,16376685054335830,80
6400,RLSSDstar,20211123125511_684,779513,16376685101939910,80
6400,RLSSDstar,20211123125513_414,803342,16376685116869270,80
6400,RLSSDstar,20211123125516_234,779624,16376685144771618,80
6400,RLSSDstar,20211123125521_687,948352,16376685197769280,80
6400,RLSSDstar,20211123125523_296,791906,16376685216890010,80
6400,RLSSDstar,20211123125524_898,778252,16376685233487360,80
6400,RLSSDstar,20211123125543_303,828566,16376685416546900,80
6400,RLSSDstar,20211123125545_145,920486,16376685433808470,80
6400,RLSSDstar,20211123125549_342,777979,16376685478493290,80
6400,RLSSDstar,20211123125553_959,785932,16376685524739280,80
6400,RLSSDstar,20211123125555_524,801863,16376685539603450,80
6400,RLSSDstar,20211123125557_205,778473,16376685557029700,80
6400,RLSSDstar,20211123130641_35,927125,16376691994503332,80
6400,RLSSDstar,20211123130643_039,780472,16376692013529150,80
6400,RLSSDstar,20211123130644_835,780030,16376692031906740,80
6400,RLSSDstar,20211123130647_086,800416,16376692053859710,80
6400,RLSSDstar,20211123130651_938,833365,16376692104146380,80
6400,RLSSDstar,20211123130657_417,796589,16376692158065970,80
6400,RLSSDstar,20211123130658_9,785872,16376692174357900,80
6400,RLSSDstar,20211123130700_545,779495,16376692191125150,80
6400,RLSSDstar,20211123130702_171,784786,16376692205462720,80
6400,RLSSDstar,20211123130704_772,778566,16376692228388690,80
6400,RLSSDstar,20211123130706_664,788835,16376692249919160,80
6400,RLSSDstar,20211123130712_771,802194,16376692313187980,80
6400,RLSSDstar,20211123130714_828,784427,16376692333251980,80
6400,RLSSDstar,20211123130716_467,778227,16376692348507580,80
6400,RLSSDstar,20211123130718_081,841484,16376692364690362,80
6400,RLSSDstar,20211123130722_926,784354,16376692413825778,80
6400,RLSSDstar,20211123131033_848,783210,16376694322583580,80
6400,RLSSDstar,20211123131039_541,779536,16376694380371640,80
6400,RLSSDstar,20211123131042_387,782193,16376694408760430,80
6400,RLSSDstar,20211123131044_473,802362,16376694428494540,80
6400,RLSSDstar,20211123131046_047,778560,16376694444742880,80
6400,RLSSDstar,20211123131047_862,778456,16376694463378990,80
6400,RLSSDstar,20211123131049_36,794782,16376694478628480,80
6400,RLSSDstar,20211123131051_785,874008,16376694500803050,80
6400,RLSSDstar,20211123131054_205,781800,16376694526765370,80
6400,RLSSDstar,20211123131055_868,794264,16376694543251860,80
6400,RLSSDstar,20211123131057_648,781061,16376694560882900,80
6400,RLSSDstar,20211123131059_904,807595,16376694583173390,80
6400,RLSSDstar,20211123131101_387,778143,16376694599058060,80
6400,RLSSDstar,20211123131102_998,789806,16376694613884810,80
6400,RLSSDstar,20211123131112_345,1014046,16376694703165200,80
6400,RLSSDstar,20211123131114_952,815148,16376694732614440,80
6400,RLSSDstar,20211123131120_434,780974,16376694788135000,80
6400,RLSSDstar,20211123131125_997,804461,16376694843030282,80
6400,RLSSDstar,20211123131140_888,794349,16376694993186260,80
6400,RLSSDstar,20211123131146_903,781625,16376695052723510,80
6400,RLSSDstar,20211123131148_505,786679,16376695069253982,80
6400,RLSSDstar,20211123131150_276,787451,16376695086719070,80
6400,RLSSDstar,20211123131154_252,778908,16376695125400820,80
6400,RLSSDstar,20211123131156_375,777981,16376695147479640,80
6400,RLSSDstar,20211123131157_979,780390,16376695163764860,80
6400,RLSSDstar,20211123131206_964,785896,16376695254412342,80
6400,RLSSDstar,20211123131208_498,788704,16376695269651900,80
6400,RLSSDstar,20211123131213_894,782831,16376695324604220,80
6400,RLSSDstar,20211123131216_598,778145,16376695351317958,80
6400,RLSSDstar,20211123131227_561,782617,16376695458260788,80
6400,RLSSDstar,20211123131230_376,829151,16376695486053260,80
6400,RLSSDstar,20211123131232_045,790980,16376695503772140,80
6400,RLSSDstar,20211123131235_49,786604,16376695540147222,80
6400,RLSSDstar,20211123131236_984,787938,16376695554920490,80
6400,RLSSDstar,20211123131254_234,790006,16376695727336560,80
6400,RLSSDstar,20211123131259_59,782668,16376695779828560,80
6400,RLSSDstar,20211123131745_736,785693,16376698642577478,80
6400,RLSSDstar,20211123131750_738,794255,16376698693578400,80
6400,RLSSDstar,20211123131755_898,785957,16376698745747280,80
6400,RLSSDstar,20211123131757_343,828710,16376698759016660,80
6400,RLSSDstar,20211123131758_901,778465,16376698775729920,80
6400,RLSSDstar,20211123131800_797,854915,16376698793425290,80
6400,RLSSDstar,20211123131802_148,782133,16376698808082230,80
6400,RLSSDstar,20211123131804_414,779232,16376698829675332,80
6400,RLSSDstar,20211123131806_279,792806,16376698847528592,80
6400,RLSSDstar,20211123131807_774,813315,16376698862806690,80
6400,RLSSDstar,20211123131811_032,796757,16376698896082840,80
6400,RLSSDstar,20211123131813_989,822996,16376698923938070,80
6400,RLSSDstar,20211123131816_491,778993,16376698951273078,80
6400,RLSSDstar,20211123131820_411,787100,16376698989946150,80
6400,RLSSDstar,20211123131821_88,789752,16376699004126530,80
6400,RLSSDstar,20211123131831_622,778917,16376699101377730,80
6400,RLSSDstar,20211123131834_528,782490,16376699129686940,80
6400,RLSSDstar,20211123131837_97,835555,16376699164862640,80
6400,RLSSDstar,20211123131841_139,781891,16376699196533420,80
6400,RLSSDstar,20211123131842_627,783234,16376699211992878,80
6400,RLSSDstar,20211123131845_003,798664,16376699235632460,80
6400,RLSSDstar,20211123131846_439,778074,16376699250599870,80
6400,RLSSDstar,20211123131853_876,785751,16376699323191490,80
6400,RLSSDstar,20211123131855_553,799838,16376699338778610,80
6400,RLSSDstar,20211123131909_413,846080,16376699479236610,80
6400,RLSSDstar,20211123131918_852,778205,16376699574495990,80
6400,RLSSDstar,20211123131920_219,781649,16376699588792130,80
6400,RLSSDstar,20211123131928_766,795876,16376699674097422,80
6400,RLSSDstar,20211123131930_666,789697,16376699693316060,80
6400,RLSSDstar,20211123131931_983,778090,16376699706672630,80
6400,RLSSDstar,20211123131939_144,778239,16376699778066680,80
6400,RLSSDstar,20211123131940_738,777834,16376699793783970,80
6400,RLSSDstar,20211123131942_715,778124,16376699813951650,80
6400,RLSSDstar,20211123131946_124,807588,16376699847158920,80
6400,RLSSDstar,20211123131948_114,781712,16376699867431828,80
6400,RLSSDstar,20211123131951_66,811220,16376699902674798,80
6400,RLSSDstar,20211123132456_425,815613,16376702945191318,80
6400,RLSSDstar,20211123132514_918,784189,16376703134704872,80
6400,RLSSDstar,20211123132527_729,847587,16376703262035310,80
6400,RLSSDstar,20211123132531_941,943206,16376703301555570,80
6400,RLSSDstar,20211123132534_92,779860,16376703333929430,80
6400,RLSSDstar,20211123132536_657,928640,16376703349213180,80
6400,RLSSDstar,20211123132556_13,986903,16376703540689868,80
6400,RLSSDstar,20211123132652_142,802042,16376704104824222,80
6400,RLSSDstar,20211123132654_634,800079,16376704131128330,80
6400,RLSSDstar,20211123132709_824,859044,16376704281838290,80
6400,RLSSDstar,20211123132711_454,837341,16376704298256990,80
6400,RLSSDstar,20211123132833_482,803630,16376705119467790,80
6400,RLSSDstar,20211123132838_034,782024,16376705165606210,80
6400,RLSSDstar,20211123132858_586,3176375,16376705324782680,80
6400,RLSSDstar,20211123132900_757,842507,16376705388086400,80
6400,RLSSDstar,20211123132931_553,1959653,16376705673417000,80
6400,RLSSDstar,20211123132933_103,823949,16376705715554200,80
6400,RLSSDstar,20211123132934_555,788880,16376705731041270,80
6400,RLSSDstar,20211123133001_798,893684,16376705999401290,80
6400,RLSSDstar,20211123133022_905,793841,16376706213271610,80
6400,RLSSDstar,20211123133040_294,795521,16376706387109800,80
6400,RLSSDstar,20211123133042_474,790971,16376706408925500,80
6400,RLSSDstar,20211123133044_495,919498,16376706426219152,80
6400,RLSSDstar,20211123133129_166,1304242,16376706864210082,80
6400,RLSSDstar,20211123133522_652,3566136,16376709153041400,80
6400,RLSSDstar,20211123133525_218,783256,16376709236609570,80
6400,RLSSDstar,20211123133528_515,791652,16376709269557468,80
6400,RLSSDstar,20211123133531_241,788005,16376709297942620,80
1303210000,RLSSDstar,20211123135646_795,250310,16376721808075240,20
121550625,RLSSDstar,20211123135940_188,76223,16376723762095790,15
16777216,RLSSDstar,20211123140011_255,38440,16376724098894980,20
384160000,RLSSDstar,20211123140028_429,236366,16376724112565330,40
13845841,RLSSDstar,20211123140104_821,25660,16376724637504200,20
3102044416,RLSSDstar,20211123140345_66,734232,16376725391385300,60
4100625,RLSSDstar,20211123140349_082,16371,16376726286645110,10
1303210000,RLSSDstar,20211123140527_221,261236,16376727050965450,20
1303210000,RLSSDstar,20211123140600_935,205429,16376727418254910,20
16777216,RLSSDstar,20211123140814_364,45585,16376728926869480,20
1303210000,RLSSDstar,20211123141117_178,174816,16376730615128480,20
1303210000,RLSSDstar,20211123141256_569,282617,16376731518942900,20
121550625,RLSSDstar,20211123141347_969,82383,16376732230367310,15
623201296,RLSSDstar,20211123141830_931,230531,16376734936628690,40
3486784401,RLSSDstar,20211123142002_337,661963,16376735251560258,60
121550625,RLSSDstar,20211123142133_719,81800,16376736894528850,15
362673936,RLSSDstar,20211123142228_26,208334,16376737333858470,40
9834496,RLSSDstar,20211123142354_916,22622,16376738342114770,20
395254161,RLSSDstar,20211123142501_508,271681,16376738816517190,40
4032758016,RLSSDstar,20211123142638_939,799451,16376739015093370,60
4032758016,RLSSDstar,20211123142827_94,556126,16376740387092840,60
492884401,RLSSDstar,20211123142852_974,241861,16376741157323502,40
4100625,RLSSDstar,20211123142853_383,16251,16376741329752760,10
1303210000,RLSSDstar,20211123142916_31,264928,16376741338256910,20
121550625,RLSSDstar,20211123142931_729,61406,16376741687581250,15
4100625,RLSSDstar,20211123143218_828,12420,16376743384946452,10
4100625,RLSSDstar,20211123143219_138,11769,16376743388304530,10
121550625,RLSSDstar,20211123143230_774,57528,16376743475862760,15
14776336,RLSSDstar,20211123143232_08,36070,16376743507761450,20
3429742096,RLSSDstar,20211123143421_157,710734,16376743762477490,60
4100625,RLSSDstar,20211123143649_27,19230,16376746087645472,10
10000,RLSSDstar,20220207110524_425,1813888,16442283196924800,100
10000,RLSSDstar,20220207110757_582,1856476,16442284736100950,100
10000,RLSSDstar,20220207110801_025,1593905,16442284775834228,100
10000,RLSSDstar,20220207110828_201,1592510,16442285042485672,100
10000,RLSSDstar,20220207110832_532,2032525,16442285082019752,100
10000,RLSSDstar,20220207110836_019,1585627,16442285128488710,100
10000,RLSSDstar,20220207111600_186,1900471,16442289561395940,100
10000,RLSSDstar,20220207111603_691,1595394,16442289601888980,100
10000,RLSSDstar,20220207111606_899,1586658,16442289638340330,100
10000,RLSSDstar,20220207124339_68,1589137,16442342157128820,100
10000,RLSSDstar,20220207124343_69,1610160,16442342196829180,100
10000,RLSSDstar,20220207124352_811,1586149,16442342292026740,100
10000,RLSSDstar,20220207124723_834,1588394,16442344401344200,100
10000,RLSSDstar,20220207124727_798,1608356,16442344441462380,100
10000,RLSSDstar,20220207124733_531,1588464,16442344500151580,100
10000,RLSSDstar,20220207124927_334,1609294,16442345637355230,100
10000,RLSSDstar,20220207124934_37,1583897,16442345707085070,100
10000,RLSSDstar,20220207124950_499,1601822,16442345870221960,100
10000,RLSSDstar,20220207125129_069,1587885,16442346855000752,100
10000,RLSSDstar,20220207125133_514,1603999,16442346898212900,100
10000,RLSSDstar,20220207125138_71,1584838,16442346949790570,100
10000,RLSSDstar,20220207125541_024,1586539,16442349374486750,100
10000,RLSSDstar,20220207125548_251,1597687,16442349447582920,100
10000,RLSSDstar,20220207125554_488,1595221,16442349507942020,100
10000,RLSSDstar,20220207130437_839,1589934,16442354742820360,100
10000,RLSSDstar,20220207130445_301,1585563,16442354816218380,100
10000,RLSSDstar,20220207130454_63,1605569,16442354905350170,100
10000,RLSSDstar,20220211122027_311,1613909,16445784231136848,100
10000,RLSSDstar,20220211122034_241,1584247,16445784308766480,100
10000,RLSSDstar,20220211122630_279,1601878,16445787869368210,100
10000,RLSSDstar,20220211122633_878,1585967,16445787905064740,100
10000,RLSSDstar,20220211124447_244,1607370,16445798838106630,100
10000,RLSSDstar,20220211124452_579,1600262,16445798881716120,100
53084160000,RLSSDstar,20220308095159_411,415330,16467294254292418,60
49787136,RLSSDstar,20220308095213_908,13471,16467295333625330,24
1049760000,RLSSDstar,20220308095217_471,35390,16467295339094800,36
9475854336,RLSSDstar,20220308095413_67,257573,16467296185488600,48
1048576,RLSSDstar,20220308100546_405,484,16467303464007650,9
777600000,RLSSDstar,20220308100546_79,10646,16467303464097710,20
777600000,RLSSDstar,20220308101126_791,5429,16467306865635840,20
1889568,RLSSDstar,20220308101140_898,749,16467307008876730,10
1048576,RLSSDstar,20220308101140_906,644,16467307008995370,9
41615795893,RLSSDstar,20220308101201_23,232678,16467307052203010,40
254803968,RLSSDstar,20220308101201_932,20919,16467307213247300,20
4704270176,RLSSDstar,20220308101221_91,110855,16467307353506140,30
12166529024,RLSSDstar,20220308102126_865,136378,16467312791164940,30
5153632,RLSSDstar,20220308102133_562,3308,16467312934992680,10
73439775749,RLSSDstar,20220308102218_499,263123,16467313183887890,40
