algorithm,date,iteration,seed,size,temperature
SimulatedAnnealing,20211212211613_564,27051,16393401735134730,70,-1.0
SimulatedAnnealing,20211212211613_717,44075,16393401736367100,70,-1.0
SimulatedAnnealing,20211212211620_66,2939354,16393401737182570,70,-1.0
SimulatedAnnealing,20211213010114_023,1009182,16393536714021230,80,-1.0
SimulatedAnnealing,20211213010128_41,8131098,16393536753553030,80,-1.0
SimulatedAnnealing,20211213010138_235,6100464,16393536884122018,80,-1.0
SimulatedAnnealing,20211213010149_743,6885401,16393536982498950,80,-1.0
SimulatedAnnealing,20211213010356_718,60202233,16393537426426600,80,-1.0
SimulatedAnnealing,20211213010359_394,1689865,16393538367198340,80,-1.0
SimulatedAnnealing,20211213010406_24,4425566,16393538393954460,80,-1.0
SimulatedAnnealing,20211213010415_175,5713862,16393538462418910,80,-1.0
SimulatedAnnealing,20211213010618_662,81166348,16393538551767810,80,-1.0
SimulatedAnnealing,20211213010705_576,23533121,16393539920014520,80,-1.0
SimulatedAnnealing,20211213010837_757,1526680,16393541154202420,50,-1.0
SimulatedAnnealing,20211213010837_925,100520,16393541177598390,50,-1.0
SimulatedAnnealing,20211213010838_812,611902,16393541179268392,50,-1.0
SimulatedAnnealing,20211213010840_994,1471785,16393541188135250,50,-1.0
SimulatedAnnealing,20211213091942_068,43127,16393835810893850,80,-1.0
SimulatedAnnealing,20211213091945_217,1174964,16393835834014780,80,-1.0
SimulatedAnnealing,20211213091947_651,1658622,16393835852180230,80,-1.0
SimulatedAnnealing,20211213091955_139,5144604,16393835876520150,80,-1.0
SimulatedAnnealing,20211213091955_375,160940,16393835951398010,80,-1.0
SimulatedAnnealing,20211213091955_405,19374,16393835953765622,80,-1.0
SimulatedAnnealing,20211213091955_648,165918,16393835954058320,80,-1.0
SimulatedAnnealing,20211213091955_892,167365,16393835956489200,80,-1.0
SimulatedAnnealing,20211213091956_182,187412,16393835958928790,80,-1.0
SimulatedAnnealing,20211213091956_245,43829,16393835961828970,80,-1.0
SimulatedAnnealing,20211213101302_02,697956657,16393835962459460,80,-1.0
SimulatedAnnealing,20211213101319_874,9818714,16393867823470408,80,-1.0
SimulatedAnnealing,20211214114258_638,6153475,16394785676129220,100,-1.0
SimulatedAnnealing,20211214114307_553,4680276,16394785797260290,100,-1.0
SimulatedAnnealing,20211215101544_391,75119,16395597439422550,100,-1.0
SimulatedAnnealing,20211215101545_121,30582,16395597450090970,100,-1.0
SimulatedAnnealing,20211215101545_345,122930,16395597451219590,100,-1.0
SimulatedAnnealing,20211215101545_723,55747,16395597456369400,100,-1.0
SimulatedAnnealing,20211215101546_289,209988,16395597458787830,100,-1.0
SimulatedAnnealing,20211215101546_448,36365,16395597462905950,100,-1.0
SimulatedAnnealing,20211215101546_892,13570,16395597468692800,100,-1.0
SimulatedAnnealing,20211215101547_357,61904,16395597472179000,100,-1.0
SimulatedAnnealing,20211215101547_377,12602,16395597473585948,100,-1.0
SimulatedAnnealing,20211215101548_727,12176,16395597487072160,100,-1.0
SimulatedAnnealing,20211215101551_412,504596,16395597504541300,100,-1.0
SimulatedAnnealing,20211215101551_662,23957,16395597516226220,100,-1.0
SimulatedAnnealing,20211215101551_828,109011,16395597516631400,100,-1.0
SimulatedAnnealing,20211215101552_555,159116,16395597522670540,100,-1.0
SimulatedAnnealing,20211215101552_57,8775,16395597525565578,100,-1.0
SimulatedAnnealing,20211215101552_728,6408,16395597527166590,100,-1.0
SimulatedAnnealing,20211215101554_175,12772,16395597541535820,100,-1.0
SimulatedAnnealing,20211215101554_186,5791,16395597541768940,100,-1.0
SimulatedAnnealing,20211215101554_914,37530,16395597548348840,100,-1.0
SimulatedAnnealing,20211215101555_065,32622,16395597550154380,100,-1.0
SimulatedAnnealing,20211215101723_719,54508,16395598436292592,100,-1.0
SimulatedAnnealing,20211215101724_421,226812,16395598440246850,100,-1.0
SimulatedAnnealing,20211215101724_465,23843,16395598444271430,100,-1.0
SimulatedAnnealing,20211215101724_735,11427,16395598447149580,100,-1.0
SimulatedAnnealing,20211215101725_61,5527,16395598456007770,100,-1.0
SimulatedAnnealing,20211215101726_126,1581,16395598461230290,100,-1.0
SimulatedAnnealing,20211215101726_282,27689,16395598462267972,100,-1.0
SimulatedAnnealing,20211215101726_3,9490,16395598462834650,100,-1.0
SimulatedAnnealing,20211215101726_451,93125,16395598463009550,100,-1.0
SimulatedAnnealing,20211215101726_53,47263,16395598464522130,100,-1.0
SimulatedAnnealing,20211215101726_681,37208,16395598466212460,100,-1.0
SimulatedAnnealing,20211215101726_701,12673,16395598466820518,100,-1.0
SimulatedAnnealing,20211215101726_73,17731,16395598467017390,100,-1.0
SimulatedAnnealing,20211215101726_78,7250,16395598467682580,100,-1.0
SimulatedAnnealing,20211215101727_496,354807,16395598468316620,100,-1.0
SimulatedAnnealing,20211215101727_575,3318,16395598475695692,100,-1.0
SimulatedAnnealing,20211215101728_021,96393,16395598478775150,100,-1.0
SimulatedAnnealing,20211215101728_041,11534,16395598480224840,100,-1.0
SimulatedAnnealing,20211215101728_06,5714,16395598480515658,100,-1.0
SimulatedAnnealing,20211215101728_781,132980,16395598485700120,100,-1.0
SimulatedAnnealing,20211215101808_466,19795,16395598884335010,100,-1.0
SimulatedAnnealing,20211215101810_769,668825,16395598895059610,100,-1.0
SimulatedAnnealing,20211215101811_642,121197,16395598914082520,100,-1.0
SimulatedAnnealing,20211215101812_243,330380,16395598916876800,100,-1.0
SimulatedAnnealing,20211215101813_384,644387,16395598922448320,100,-1.0
SimulatedAnnealing,20211215101813_669,157327,16395598933856770,100,-1.0
SimulatedAnnealing,20211215101815_33,943174,16395598936705990,100,-1.0
SimulatedAnnealing,20211215101816_222,495358,16395598953737600,100,-1.0
SimulatedAnnealing,20211215101816_406,111318,16395598962387980,100,-1.0
SimulatedAnnealing,20211215101817_826,773133,16395598965365460,100,-1.0
SimulatedAnnealing,20211215101818_021,86249,16395598978398610,100,-1.0
SimulatedAnnealing,20211215101819_335,490948,16395598984564980,100,-1.0
SimulatedAnnealing,20211215101820_301,507640,16395598993795020,100,-1.0
SimulatedAnnealing,20211215101821_184,461343,16395599003025370,100,-1.0
SimulatedAnnealing,20211215101821_888,299767,16395599013167680,100,-1.0
SimulatedAnnealing,20211215103049_296,391249,16395606483464260,100,-1.0
SimulatedAnnealing,20211215103102_581,5618823,16395606534604148,100,-1.0
SimulatedAnnealing,20211215103126_632,11917999,16395606675939888,100,-1.0
SimulatedAnnealing,20211215103133_569,3424529,16395606881411600,100,-1.0
SimulatedAnnealing,20211215103225_319,29619226,16395606936637710,100,-1.0
SimulatedAnnealing,20211215103229_124,2400221,16395607453201620,100,-1.0
SimulatedAnnealing,20211215103247_89,9423812,16395607519549760,100,-1.0
SimulatedAnnealing,20211215103302_096,7218492,16395607702910340,100,-1.0
SimulatedAnnealing,20211215103304_753,652220,16395607836458390,100,-1.0
SimulatedAnnealing,20211215103354_75,29117999,16395607847542970,100,-1.0
SimulatedAnnealing,20211215103415_336,12541911,16395608347701048,100,-1.0
SimulatedAnnealing,20211215103418_922,1649763,16395608560803420,100,-1.0
SimulatedAnnealing,20211215103453_189,20790642,16395608589229970,100,-1.0
SimulatedAnnealing,20211215103509_562,9785772,16395608931963000,100,-1.0
SimulatedAnnealing,20211215103538_307,15889902,16395609115582340,100,-1.0
SimulatedAnnealing,20211215103844_404,1234,16395611244026540,100,-1.0
SimulatedAnnealing,20211215103844_469,7971,16395611244538900,100,-1.0
SimulatedAnnealing,20211215103844_539,38605,16395611244703072,100,-1.0
SimulatedAnnealing,20211215103848_831,34193,16395611287416880,100,-1.0
SimulatedAnnealing,20211215103848_837,3466,16395611288320310,100,-1.0
SimulatedAnnealing,20211215103859_562,5692759,16395611290690948,100,-1.0
SimulatedAnnealing,20211215103859_616,30969,16395611395629758,100,-1.0
SimulatedAnnealing,20211215103949_212,26484513,16395611396498520,100,-1.0
SimulatedAnnealing,20211215103949_504,9287,16395611894884710,100,-1.0
SimulatedAnnealing,20211215103949_509,2369,16395611895053560,100,-1.0
SimulatedAnnealing,20211215104058_489,32609293,16395611977183280,100,-1.0
SimulatedAnnealing,20211215104059_137,311009,16395612585245630,100,-1.0
SimulatedAnnealing,20211215104059_884,8121,16395612598658740,100,-1.0
SimulatedAnnealing,20211215104059_999,33834,16395612598853380,100,-1.0
SimulatedAnnealing,20211215104107_307,11269,16395612672900350,100,-1.0
SimulatedAnnealing,20211215104135_325,11237033,16395612748302730,100,-1.0
SimulatedAnnealing,20211215104204_298,13280202,16395613003040130,100,-1.0
SimulatedAnnealing,20211215104204_995,354485,16395613243000690,100,-1.0
SimulatedAnnealing,20211215104205_081,45220,16395613249960340,100,-1.0
SimulatedAnnealing,20211215104205_097,8728,16395613250820240,100,-1.0
SimulatedAnnealing,20211215104205_138,12349,16395613250982850,100,-1.0
SimulatedAnnealing,20211215104215_854,77617,16395613357021580,100,-1.0
SimulatedAnnealing,20211215104216_061,107426,16395613358626530,100,-1.0
SimulatedAnnealing,20211215104216_096,7689,16395613360653688,100,-1.0
SimulatedAnnealing,20211215104217_189,43023,16395613371119630,100,-1.0
SimulatedAnnealing,20211215104855_438,1028856,16395617334988120,100,-1.0
SimulatedAnnealing,20211215104934_112,48108,16395617740349740,100,-1.0
SimulatedAnnealing,20211215104934_788,162954,16395617744862822,100,-1.0
SimulatedAnnealing,20211215104936_33,820421,16395617748426640,100,-1.0
SimulatedAnnealing,20211215104936_729,201504,16395617763614240,100,-1.0
SimulatedAnnealing,20211215105021_644,23009005,16395617767306060,100,-1.0
SimulatedAnnealing,20220109120817_227,13184,16417174970173060,100,-1.0
SimulatedAnnealing,20220109120820_889,1437422,16417174985537332,100,-1.0
SimulatedAnnealing,20220109120820_942,22780,16417175008904250,100,-1.0
SimulatedAnnealing,20220109120821_797,403518,16417175011120050,100,-1.0
SimulatedAnnealing,20220109120826_535,18682,16417175065052690,100,-1.0
SimulatedAnnealing,20220109120826_605,35323,16417175065360060,100,-1.0
SimulatedAnnealing,20220109120827_28,107853,16417175071019052,100,-1.0
SimulatedAnnealing,20220109120828_317,596934,16417175072810960,100,-1.0
SimulatedAnnealing,20220109120831_323,1187790,16417175092539650,100,-1.0
SimulatedAnnealing,20220109120831_34,10260,16417175113237750,100,-1.0
SimulatedAnnealing,20220109120831_463,58623,16417175113417420,100,-1.0
SimulatedAnnealing,20220109120832_817,32479,16417175127664790,100,-1.0
SimulatedAnnealing,20220109120835_245,898790,16417175138049870,100,-1.0
SimulatedAnnealing,20220109120835_287,8320,16417175152749130,100,-1.0
SimulatedAnnealing,20220109120835_407,43773,16417175153256760,100,-1.0
SimulatedAnnealing,20220109120835_438,14194,16417175154167420,100,-1.0
SimulatedAnnealing,20220109120835_447,2584,16417175154430658,100,-1.0
SimulatedAnnealing,20220109120836_92,66249,16417175168053750,100,-1.0
SimulatedAnnealing,20220109120838_42,4752,16417175184118000,100,-1.0
SimulatedAnnealing,20220109120838_482,35797,16417175184265348,100,-1.0
SimulatedAnnealing,20220109121721_534,97898345,16417178389236160,100,-1.0
SimulatedAnnealing,20220109121728_952,3979489,16417180415521180,100,-1.0
SimulatedAnnealing,20220109121730_919,1083731,16417180490206840,100,-1.0
SimulatedAnnealing,20220109121732_189,338946,16417180515436590,100,-1.0
SimulatedAnnealing,20220109122757_646,100747057,16417184967392390,100,-1.0
SimulatedAnnealing,20220109122800_733,1434188,16417186781986150,100,-1.0
SimulatedAnnealing,20220109122830_632,276936,16417187101098918,100,-1.0
SimulatedAnnealing,20220109124408_903,317504878,16417190455446410,100,-1.0
SimulatedAnnealing,20220109124412_615,1858142,16417196490373180,100,-1.0
SimulatedAnnealing,20220109124428_969,8304146,16417196526251618,100,-1.0
SimulatedAnnealing,20220109125042_807,203393110,16417196689746302,100,-1.0
SimulatedAnnealing,20220109125408_04,1048058,16417202459968960,100,-1.0
SimulatedAnnealing,20220109125430_478,9890418,16417202519351500,100,-1.0
SimulatedAnnealing,20220109130014_855,191775,16417206145245550,100,-1.0
SimulatedAnnealing,20220109130404_974,74316422,16417207156276830,100,-1.0
SimulatedAnnealing,20220109130441_781,14337370,16417208573300158,100,-1.0
SimulatedAnnealing,20220109130505_162,1598005,16417209024537972,100,-1.0
SimulatedAnnealing,20220109130702_206,4160549,16417210143213490,100,-1.0
SimulatedAnnealing,20220109130813_715,30213378,16417210223242860,100,-1.0
SimulatedAnnealing,20220109130841_71,15330293,16417210937174010,100,-1.0
SimulatedAnnealing,20220109130843_504,1035501,16417211217114740,100,-1.0
SimulatedAnnealing,20220109130843_512,4515,16417211235052190,100,-1.0
SimulatedAnnealing,20220109130854_802,6291779,16417211235279480,100,-1.0
SimulatedAnnealing,20220109131101_916,10643666,16417212424000600,100,-1.0
SimulatedAnnealing,20220109131102_19,126770,16417212619733282,100,-1.0
SimulatedAnnealing,20220109131145_232,25021543,16417212621914630,100,-1.0
SimulatedAnnealing,20220109131256_154,3373,16417213761477352,100,-1.0
SimulatedAnnealing,20220109131430_126,527374,16417214690887100,100,-1.0
SimulatedAnnealing,20220109131604_176,48717817,16417214724353080,100,-1.0
SimulatedAnnealing,20220109131605_669,122039,16417215654274940,100,-1.0
SimulatedAnnealing,20220109131652_025,536385,16417216110769740,100,-1.0
SimulatedAnnealing,20220109131853_413,15956534,16417217047929462,100,-1.0
SimulatedAnnealing,20220109131854_795,809692,16417217334140602,100,-1.0
SimulatedAnnealing,20220109131959_576,1401189,16417217970157772,100,-1.0
SimulatedAnnealing,20220109132001_877,1297462,16417217995812910,100,-1.0
SimulatedAnnealing,20220109132004_471,1150936,16417218022294540,100,-1.0
SimulatedAnnealing,20220109132033_989,1791830,16417218306576800,100,-1.0
SimulatedAnnealing,20220109132132_632,76864,16417218924920690,100,-1.0
SimulatedAnnealing,20220109132145_486,272358,16417219050002580,100,-1.0
SimulatedAnnealing,20220109132151_08,475331,16417219102596430,100,-1.0
SimulatedAnnealing,20220109132152_719,849605,16417219111906290,100,-1.0
SimulatedAnnealing,20220109132244_929,780801,16417219636392810,100,-1.0
SimulatedAnnealing,20220109132353_224,40669053,16417219649980390,100,-1.0
SimulatedAnnealing,20220109143613_932,13356293,16417263487302470,80,-1.0
SimulatedAnnealing,20220109143619_13,31490,16417263790772850,80,-1.0
SimulatedAnnealing,20220109143743_996,28133799,16417263915976910,60,-1.0
SimulatedAnnealing,20220109143842_115,27938622,16417264644618440,100,-1.0
SimulatedAnnealing,20220109143908_424,2364478,16417265433754252,60,-1.0
SimulatedAnnealing,20220109144247_186,5270433,16417267576016640,100,-1.0
SimulatedAnnealing,20220109144352_07,4999427,16417268228868220,80,-1.0
SimulatedAnnealing,20220109144502_53,35569615,16417268365513740,100,-1.0
SimulatedAnnealing,20220109144554_259,2262146,16417269502060490,60,-1.0
SimulatedAnnealing,20220109144619_288,9265940,16417269621169230,60,-1.0
SimulatedAnnealing,20220109144718_842,17330855,16417270082206640,80,-1.0
SimulatedAnnealing,20220109144902_023,55491565,16417270394602302,100,-1.0
SimulatedAnnealing,20220109144912_755,2969237,16417271471485760,80,-1.0
SimulatedAnnealing,20220109145100_121,10608030,16417272386729240,60,-1.0
SimulatedAnnealing,20220109145149_624,24272302,16417272601242730,100,-1.0
SimulatedAnnealing,20220109151532_912,18351,16417287318874782,100,-1.0
SimulatedAnnealing,20220109151534_447,6806,16417287343144510,100,-1.0
SimulatedAnnealing,20220109151534_462,9120,16417287344484550,100,-1.0
SimulatedAnnealing,20220109151534_53,5334,16417287344635128,100,-1.0
SimulatedAnnealing,20220109151534_546,4308,16417287345317270,100,-1.0
SimulatedAnnealing,20220109151534_562,2509,16417287345471398,100,-1.0
SimulatedAnnealing,20220109151535_679,710271,16417287345632410,100,-1.0
SimulatedAnnealing,20220109151535_723,12742,16417287356807460,100,-1.0
SimulatedAnnealing,20220109151535_749,8266,16417287357380340,100,-1.0
SimulatedAnnealing,20220109151540_623,1286664,16417287357508882,100,-1.0
SimulatedAnnealing,20220109151540_994,225177,16417287406241350,100,-1.0
SimulatedAnnealing,20220109151541_578,368131,16417287409955060,100,-1.0
SimulatedAnnealing,20220109151542_18,180422,16417287418292730,100,-1.0
SimulatedAnnealing,20220109151542_184,1555,16417287421819170,100,-1.0
SimulatedAnnealing,20220109151542_226,21655,16417287421851038,100,-1.0
SimulatedAnnealing,20220109151542_678,2262,16417287426687350,100,-1.0
SimulatedAnnealing,20220109151542_686,2000,16417287426787770,100,-1.0
SimulatedAnnealing,20220109151542_695,2380,16417287426917232,100,-1.0
SimulatedAnnealing,20220109151542_77,30845,16417287426978430,100,-1.0
SimulatedAnnealing,20220109151543_164,220100,16417287427712230,100,-1.0
SimulatedAnnealing,20220109151543_169,2634,16417287431649920,100,-1.0
SimulatedAnnealing,20220109151547_119,1226608,16417287431696990,100,-1.0
SimulatedAnnealing,20220109151547_165,12612,16417287471260682,100,-1.0
SimulatedAnnealing,20220109151547_173,2314,16417287471661620,100,-1.0
SimulatedAnnealing,20220109151547_177,2317,16417287471745278,100,-1.0
SimulatedAnnealing,20220109151548_137,654755,16417287471785280,100,-1.0
SimulatedAnnealing,20220109151548_152,9720,16417287481381500,100,-1.0
SimulatedAnnealing,20220109151548_163,7214,16417287481533670,100,-1.0
SimulatedAnnealing,20220109151549_79,502134,16417287481644170,100,-1.0
SimulatedAnnealing,20220109151551_791,621466,16417287498120630,100,-1.0
SimulatedAnnealing,20220109151551_854,35068,16417287517958190,100,-1.0
SimulatedAnnealing,20220109151552_19,1363,16417287521888120,100,-1.0
SimulatedAnnealing,20220109151552_197,3970,16417287521916810,100,-1.0
SimulatedAnnealing,20220109151552_223,3489,16417287522068880,100,-1.0
SimulatedAnnealing,20220109151554_131,1309891,16417287522237980,100,-1.0
SimulatedAnnealing,20220109151554_136,3232,16417287541321508,100,-1.0
SimulatedAnnealing,20220109151554_187,37152,16417287541373120,100,-1.0
SimulatedAnnealing,20220109151554_215,4046,16417287542019538,100,-1.0
SimulatedAnnealing,20220109151554_393,113720,16417287542159030,100,-1.0
SimulatedAnnealing,20220109151556_405,1183446,16417287544316052,100,-1.0
SimulatedAnnealing,20220109151556_948,6975,16417287569224520,100,-1.0
SimulatedAnnealing,20220109151600_048,1870272,16417287569491292,100,-1.0
SimulatedAnnealing,20220109151600_081,21969,16417287600499070,100,-1.0
SimulatedAnnealing,20220109151601_736,920257,16417287601034510,100,-1.0
SimulatedAnnealing,20220109151601_747,7224,16417287617371460,100,-1.0
SimulatedAnnealing,20220109151601_766,3424,16417287617601070,100,-1.0
SimulatedAnnealing,20220109151601_774,5753,16417287617670440,100,-1.0
SimulatedAnnealing,20220109151601_89,73052,16417287617752680,100,-1.0
SimulatedAnnealing,20220109151601_898,2137,16417287618914710,100,-1.0
SimulatedAnnealing,20220109151601_903,2309,16417287618992050,100,-1.0
SimulatedAnnealing,20220109151601_908,2594,16417287619038020,100,-1.0
SimulatedAnnealing,20220109151601_927,5919,16417287619090760,100,-1.0
SimulatedAnnealing,20220109151602_036,29281,16417287619284420,100,-1.0
SimulatedAnnealing,20220109151602_06,14573,16417287620374380,100,-1.0
SimulatedAnnealing,20220109151604_343,636206,16417287620614500,100,-1.0
SimulatedAnnealing,20220109151604_355,7911,16417287643447462,100,-1.0
SimulatedAnnealing,20220109151604_362,2068,16417287643566420,100,-1.0
SimulatedAnnealing,20220109151604_391,9317,16417287643635950,100,-1.0
SimulatedAnnealing,20220109151604_966,374230,16417287643927560,100,-1.0
SimulatedAnnealing,20220109151605_003,3182,16417287649991742,100,-1.0
SimulatedAnnealing,20220109152441_531,17849,16417292815006950,100,-1.0
SimulatedAnnealing,20220109152442_12,130026,16417292815341690,100,-1.0
SimulatedAnnealing,20220109152442_731,367537,16417292821216890,100,-1.0
SimulatedAnnealing,20220109152443_711,281216,16417292827327280,100,-1.0
SimulatedAnnealing,20220109152443_836,4584,16417292838127720,100,-1.0
SimulatedAnnealing,20220109152444_675,476672,16417292838372790,100,-1.0
SimulatedAnnealing,20220109152444_693,5110,16417292846765210,100,-1.0
SimulatedAnnealing,20220109152511_779,15951126,16417292846940430,100,-1.0
SimulatedAnnealing,20220109152551_838,23111118,16417293117812150,100,-1.0
SimulatedAnnealing,20220109152551_864,14159,16417293518401570,100,-1.0
SimulatedAnnealing,20220109152558_734,3877612,16417293518650760,100,-1.0
SimulatedAnnealing,20220109152607_948,88876,16417293677288800,100,-1.0
SimulatedAnnealing,20220109152607_988,4841,16417293679774620,100,-1.0
SimulatedAnnealing,20220109152608_096,21269,16417293679907580,100,-1.0
SimulatedAnnealing,20220109152608_238,51320,16417293680972000,100,-1.0
SimulatedAnnealing,20220109152611_098,1013904,16417293682400300,100,-1.0
SimulatedAnnealing,20220109152611_267,5857,16417293712371380,100,-1.0
SimulatedAnnealing,20220109152625_909,6755066,16417293712683490,100,-1.0
SimulatedAnnealing,20220109152626_08,5719,16417293860710380,100,-1.0
SimulatedAnnealing,20220109152738_092,38258458,16417293860811120,100,-1.0
SimulatedAnnealing,20220109152745_978,4028362,16417294580943670,100,-1.0
SimulatedAnnealing,20220109152745_992,7446,16417294659797780,100,-1.0
SimulatedAnnealing,20220109152817_634,19296158,16417294660055930,100,-1.0
SimulatedAnnealing,20220109152818_086,271347,16417294976348268,100,-1.0
SimulatedAnnealing,20220109152953_429,24305464,16417295040515972,100,-1.0
SimulatedAnnealing,20220109153121_229,50963054,16417295934707640,100,-1.0
SimulatedAnnealing,20220109153121_464,149840,16417296812306408,100,-1.0
SimulatedAnnealing,20220109153121_504,11876,16417296814654960,100,-1.0
SimulatedAnnealing,20220109153140_006,4814836,16417296815065010,100,-1.0
SimulatedAnnealing,20220109153140_036,7393,16417297000098888,100,-1.0
SimulatedAnnealing,20220109153140_631,333436,16417297000375720,100,-1.0
SimulatedAnnealing,20220109153144_396,2033660,16417297006327880,100,-1.0
SimulatedAnnealing,20220109153150_829,8305,16417297108012200,100,-1.0
SimulatedAnnealing,20220109153150_849,6016,16417297108405610,100,-1.0
SimulatedAnnealing,20220109153152_2,737399,16417297109753230,100,-1.0
SimulatedAnnealing,20220109153230_453,10819017,16417297122008980,100,-1.0
SimulatedAnnealing,20220109153240_169,2751300,16417297504543100,100,-1.0
SimulatedAnnealing,20220109153240_907,211787,16417297601699980,100,-1.0
SimulatedAnnealing,20220109153242_244,875744,16417297609083090,100,-1.0
SimulatedAnnealing,20220109153337_006,15775542,16417297622454830,100,-1.0
SimulatedAnnealing,20220109153337_011,2748,16417298170067780,100,-1.0
SimulatedAnnealing,20220109153337_084,19987,16417298170207660,100,-1.0
SimulatedAnnealing,20220109153514_248,54986468,16417298170864350,100,-1.0
SimulatedAnnealing,20220109153626_142,42985627,16417299142490088,100,-1.0
SimulatedAnnealing,20220109153627_142,49266,16417299870698162,100,-1.0
SimulatedAnnealing,20220109153640_15,7337215,16417299871431670,100,-1.0
SimulatedAnnealing,20220109153640_157,1959,16417300001515902,100,-1.0
SimulatedAnnealing,20220109153641_578,132443,16417300010421710,100,-1.0
SimulatedAnnealing,20220109153646_751,2592786,16417300015796470,100,-1.0
SimulatedAnnealing,20220109153649_69,1471859,16417300067523530,100,-1.0
SimulatedAnnealing,20220109153650_39,367862,16417300096944670,100,-1.0
SimulatedAnnealing,20220109153652_021,856991,16417300103924020,100,-1.0
SimulatedAnnealing,20220109153652_506,2407,16417300124974020,100,-1.0
SimulatedAnnealing,20220109153656_61,2179177,16417300125174450,100,-1.0
SimulatedAnnealing,20220109153656_68,4274,16417300166645350,100,-1.0
SimulatedAnnealing,20220109153700_038,1733839,16417300166811060,100,-1.0
SimulatedAnnealing,20220109153702_795,1127306,16417300200749590,100,-1.0
SimulatedAnnealing,20220109153702_805,1983,16417300227974390,100,-1.0
SimulatedAnnealing,20220109153703_716,335224,16417300228058130,100,-1.0
SimulatedAnnealing,20220109153846_592,56687269,16417300237178740,100,-1.0
SimulatedAnnealing,20220112132428_662,504221,16419812670716660,100,-1.0
SimulatedAnnealing,20220112155008_731,25946657,16419899652002280,100,-1.0
SimulatedAnnealing,20220112155104_442,35608670,16419900093084510,100,-1.0
SimulatedAnnealing,20220112155104_511,31915,16419900644441950,100,-1.0
SimulatedAnnealing,20220112155104_589,3845,16419900645125700,100,-1.0
SimulatedAnnealing,20220112155104_705,29793,16419900645906702,100,-1.0
SimulatedAnnealing,20220112155126_188,12914104,16419900647061592,100,-1.0
SimulatedAnnealing,20220112155213_233,13320763,16419900861956710,100,-1.0
SimulatedAnnealing,20220112155238_124,35819,16419901580775350,100,-1.0
SimulatedAnnealing,20220112155259_417,13210099,16419901581258530,100,-1.0
SimulatedAnnealing,20220112155301_614,1358338,16419901794388840,100,-1.0
SimulatedAnnealing,20220112155340_615,24232106,16419901816157560,100,-1.0
SimulatedAnnealing,20220112155340_627,3283,16419902206162290,100,-1.0
SimulatedAnnealing,20220112155534_177,67705523,16419902249935588,100,-1.0
SimulatedAnnealing,20220112155534_188,6025,16419903341788130,100,-1.0
SimulatedAnnealing,20220112155534_2,3296,16419903341888660,100,-1.0
SimulatedAnnealing,20220112155534_205,2954,16419903342012848,100,-1.0
SimulatedAnnealing,20220112155723_512,31383181,16419903342251192,100,-1.0
SimulatedAnnealing,20220112155724_121,368551,16419904435518550,100,-1.0
SimulatedAnnealing,20220112155724_681,44855,16419904445402210,100,-1.0
SimulatedAnnealing,20220112155726_971,673894,16419904447023850,100,-1.0
SimulatedAnnealing,20220112155730_765,2350002,16419904469728438,100,-1.0
SimulatedAnnealing,20220112155730_768,1109,16419904507666890,100,-1.0
SimulatedAnnealing,20220112155736_363,3444942,16419904507693680,100,-1.0
SimulatedAnnealing,20220112155736_39,5911,16419904563710840,100,-1.0
SimulatedAnnealing,20220112155826_176,30803617,16419904563911222,100,-1.0
SimulatedAnnealing,20220112155839_086,8489137,16419905061773838,100,-1.0
SimulatedAnnealing,20220112155842_071,1399480,16419905197775170,100,-1.0
SimulatedAnnealing,20220112155843_044,5857,16419905230364410,100,-1.0
SimulatedAnnealing,20220112155846_084,1861304,16419905230454460,100,-1.0
SimulatedAnnealing,20220112155846_099,4284,16419905260853478,100,-1.0
SimulatedAnnealing,20220112155846_152,9592,16419905261216000,100,-1.0
SimulatedAnnealing,20220112155912_605,17589858,16419905261990860,100,-1.0
SimulatedAnnealing,20220112155912_806,135468,16419905526065680,100,-1.0
SimulatedAnnealing,20220112155914_928,1322895,16419905528075982,100,-1.0
SimulatedAnnealing,20220112155915_047,7118,16419905550368550,100,-1.0
SimulatedAnnealing,20220112155915_14,29434,16419905550480270,100,-1.0
