algorithm,date,iteration,seed,size
ea1p1,20211123100913_651,768147,16376585525869680,100
ea1p1,20211123100913_796,28145,16376585537135930,100
ea1p1,20211123100913_822,10047,16376585537971600,100
ea1p1,20211123100914_103,19694,16376585540783410,100
ea1p1,20211123100914_171,37567,16376585541259510,100
ea1p1,20211123100914_458,140844,16376585542726180,100
ea1p1,20211123100914_584,7633,16376585545605400,100
ea1p1,20211123100914_617,26476,16376585545854900,100
ea1p1,20211123100914_697,13322,16376585546811040,100
ea1p1,20211123100914_719,16649,16376585546983900,100
ea1p1,20211123100914_907,58676,16376585547205040,100
ea1p1,20211123100915_683,242664,16376585549079350,100
ea1p1,20211123100915_756,6119,16376585557487870,100
ea1p1,20211123100915_97,34659,16376585558564450,100
ea1p1,20211123100916_227,83538,16376585559711710,100
ea1p1,20211123100916_321,66391,16376585562280810,100
ea1p1,20211123100916_637,30134,16376585565499890,100
ea1p1,20211123100920_789,1299131,16376585567540350,100
ea1p1,20211123100920_841,27860,16376585608083260,100
ea1p1,20211123100920_902,16263,16376585608421770,100
ea1p1,20211123100921_009,21246,16376585609840210,100
ea1p1,20211123100921_071,16319,16376585610231360,100
ea1p1,20211123100921_106,11155,16376585610726982,100
ea1p1,20211123100921_248,111505,16376585611069200,100
ea1p1,20211123100921_291,37138,16376585612492660,100
ea1p1,20211123100921_672,89347,16376585614069418,100
ea1p1,20211123100921_716,9167,16376585616872410,100
ea1p1,20211123100921_734,14067,16376585617170070,100
ea1p1,20211123100922_154,130820,16376585617553580,100
ea1p1,20211123100922_193,32009,16376585621554280,100
ea1p1,20211123100922_386,62983,16376585621946558,100
ea1p1,20211123100923_199,255557,16376585628757720,100
ea1p1,20211123100923_319,11999,16376585632841330,100
ea1p1,20211123100923_658,255366,16376585633205618,100
ea1p1,20211123100923_72,16188,16376585636588510,100
ea1p1,20211123100923_743,16723,16376585637214950,100
ea1p1,20211123100924_225,322888,16376585638198540,100
ea1p1,20211123100924_237,8094,16376585642258750,100
ea1p1,20211123100924_433,7827,16376585643968410,100
ea1p1,20211123100924_664,35302,16376585645593610,100
ea1p1,20211123100925_559,286901,16376585646650910,100
ea1p1,20211123100925_691,14353,16376585656485250,100
ea1p1,20211123100927_231,1119379,16376585658069500,100
ea1p1,20211123100927_395,46973,16376585672631740,100
ea1p1,20211123100927_741,34256,16376585676248300,100
ea1p1,20211123100928_043,6077,16376585680240800,100
ea1p1,20211123100928_131,30658,16376585680440640,100
ea1p1,20211123100928_49,74626,16376585682512960,100
ea1p1,20211123100929_117,172898,16376585685873930,100
ea1p1,20211123100930_492,1041206,16376585692021970,100
ea1p1,20211123100930_581,63309,16376585704933100,100
ea1p1,20211123100932_473,570116,16376585705825610,100
ea1p1,20211123100932_872,9442,16376585728430130,100
ea1p1,20211123100932_902,4673,16376585728758358,100
ea1p1,20211123100932_966,34506,16376585729061380,100
ea1p1,20211123100933_415,59147,16376585732302980,100
ea1p1,20211123100933_594,9069,16376585735809510,100
ea1p1,20211123100933_732,33668,16376585735951012,100
ea1p1,20211123100934_84,236970,16376585737329380,100
ea1p1,20211123100935_027,83136,16376585748616012,100
ea1p1,20211123100935_692,86510,16376585752265080,100
ea1p1,20211123100940_367,3067136,16376585757076130,100
ea1p1,20211123100940_413,11096,16376585803679380,100
ea1p1,20211123100940_656,49238,16376585804928960,100
ea1p1,20211123100942_496,550299,16376585807396960,100
ea1p1,20211123100942_752,81224,16376585824969030,100
ea1p1,20211123100943_885,861505,16376585827530470,100
ea1p1,20211123100944_332,241832,16376585839646890,100
ea1p1,20211123100944_475,25325,16376585843832310,100
ea1p1,20211123100944_805,51726,16376585846302820,100
ea1p1,20211123100945_077,89300,16376585849049100,100
ea1p1,20211123100945_667,323307,16376585850782940,100
ea1p1,20211123100945_882,36467,16376585857711640,100
ea1p1,20211123100945_955,19418,16376585859125010,100
ea1p1,20211123100948_652,642773,16376585863489380,100
ea1p1,20211123100948_696,34747,16376585886541440,100
ea1p1,20211123100949_051,134009,16376585888759940,100
ea1p1,20211123100950_721,493847,16376585891216208,100
ea1p1,20211123100951_068,104747,16376585907220300,100
ea1p1,20211123100951_132,37996,16376585910834830,100
ea1p1,20211123100951_432,166246,16376585912033330,100
ea1p1,20211123100951_73,65227,16376585915226318,100
ea1p1,20211123100951_796,16509,16376585917451890,100
ea1p1,20211123100951_999,68111,16376585919123760,100
ea1p1,20211123100952_507,45378,16376585923608620,100
ea1p1,20211123100952_538,9799,16376585925085960,100
ea1p1,20211123100952_745,4535,16376585927386110,100
ea1p1,20211123100952_799,44620,16376585927462922,100
ea1p1,20211123100953_023,64983,16376585928146132,100
ea1p1,20211123100954_275,383452,16376585930335780,100
ea1p1,20211123100954_466,38997,16376585943383120,100
ea1p1,20211123100955_421,621768,16376585945050990,100
ea1p1,20211123100956_463,464144,16376585954418850,100
ea1p1,20211123100956_532,18997,16376585965056692,100
ea1p1,20211123100956_704,43937,16376585966439820,100
ea1p1,20211123100956_846,87185,16376585967051330,100
ea1p1,20211123100957_378,29101,16376585972816890,100
ea1p1,20211123100957_392,3463,16376585973793458,100
ea1p1,20211123100957_617,7090,16376585975908460,100
ea1p1,20211123100957_661,29297,16376585976189662,100
ea1p1,20211123100958_472,510455,16376585976631010,100
ea1p1,20211123100959_145,442027,16376585984730270,100
ea1p1,20211123100959_652,283320,16376585992172390,100
ea1p1,20211123100959_84,57151,16376585996539650,100
ea1p1,20211123100959_888,15753,16376585998409820,100
ea1p1,20211123101000_147,81817,16376585998895480,100
ea1p1,20211123101000_509,59625,16376586003210230,100
ea1p1,20211123101000_615,11937,16376586005791020,100
ea1p1,20211123101001_476,263898,16376586006544610,100
ea1p1,20211123101001_49,3975,16376586014774920,100
ea1p1,20211123101002_245,602383,16376586014918310,100
ea1p1,20211123101002_272,20858,16376586022466770,100
ea1p1,20211123101002_278,4879,16376586022727800,100
ea1p1,20211123101002_339,39934,16376586022792360,100
ea1p1,20211123101002_423,11898,16376586023868858,100
ea1p1,20211123101002_725,181623,16376586025069562,100
ea1p1,20211123101002_812,3201,16376586028084928,100
ea1p1,20211123101003_719,130947,16376586035380790,100
ea1p1,20211123101003_822,23228,16376586037937510,100
ea1p1,20211123101004_248,268768,16376586039146610,100
ea1p1,20211123101006_437,1049490,16376586050400160,100
ea1p1,20211123101006_553,85608,16376586064388690,100
ea1p1,20211123101006_609,46429,16376586065542350,100
ea1p1,20211123101007_313,225531,16376586066105240,100
ea1p1,20211123101007_526,30750,16376586074383240,100
ea1p1,20211123101007_533,5464,16376586075271872,100
ea1p1,20211123101008_078,427549,16376586075346370,100
ea1p1,20211123101008_384,103327,16376586080794930,100
ea1p1,20211123101008_656,31846,16376586085665570,100
ea1p1,20211123101009_661,784885,16376586086568890,100
ea1p1,20211123101009_707,18627,16376586096843820,100
ea1p1,20211123101009_737,9785,16376586097083130,100
ea1p1,20211123101010_021,88422,16376586097377340,100
ea1p1,20211123101010_058,31863,16376586100216948,100
ea1p1,20211123101012_459,613399,16376586105639830,100
ea1p1,20211123101012_957,156073,16376586124772420,100
ea1p1,20211123101013_057,25565,16376586129584082,100
ea1p1,20211123101016_112,901494,16376586130581720,100
ea1p1,20211123101016_51,26174,16376586164098890,100
ea1p1,20211123101016_595,27303,16376586165116240,100
ea1p1,20211123101016_726,8958,16376586166980310,100
ea1p1,20211123101017_827,687788,16376586168076380,100
ea1p1,20211123101017_844,10860,16376586178286050,100
ea1p1,20211123101017_886,18266,16376586178450450,100
ea1p1,20211123101017_969,2200,16376586179668232,100
ea1p1,20211123101018_742,83791,16376586184252350,100
ea1p1,20211123101018_756,7131,16376586187459650,100
ea1p1,20211123101018_771,4463,16376586187568950,100
ea1p1,20211123101019_038,14090,16376586189846530,100
ea1p1,20211123101019_427,101970,16376586190876190,100
ea1p1,20211123101019_581,87199,16376586194818612,100
ea1p1,20211123101019_789,54905,16376586195822260,100
ea1p1,20211123101019_862,37095,16376586197970720,100
ea1p1,20211123101019_891,5771,16376586198839740,100
ea1p1,20211123101019_987,66503,16376586198925240,100
ea1p1,20211123101019_998,3024,16376586199888730,100
ea1p1,20211123101020_059,35473,16376586200174480,100
ea1p1,20211123101532_719,4020567,16376589197179730,100
ea1p1,20211123101538_526,4490193,16376589327224470,100
ea1p1,20211123101604_082,2652425,16376589554610710,100
ea1p1,20211123101656_67,1055,16376590166673430,100
ea1p1,20211123101709_585,4106821,16376590166711990,100
ea1p1,20211123101742_477,140190,16376590620380110,100
ea1p1,20211123101756_283,4416264,16376590624788780,100
ea1p1,20211123101829_722,116966,16376591093655788,100
ea1p1,20211123101846_163,1696721,16376591238787450,100
ea1p1,20211123101933_026,725413,16376591707611230,100
ea1p1,20211123101933_277,80824,16376591730276690,100
ea1p1,20211123102005_193,488799,16376592045542992,100
ea1p1,20211123102010_533,1376247,16376592058845890,100
ea1p1,20211123102113_219,3948607,16376592608286800,100
ea1p1,20211123102116_07,2164784,16376592732213970,100
ea1p1,20211123102136_56,3926875,16376592912485790,100
ea1p1,20211123102150_195,344712,16376593097246490,100
ea1p1,20211123102150_784,102899,16376593104654542,100
ea1p1,20211123102154_7,218199,16376593139943500,100
ea1p1,20211123102209_504,1186439,16376593279207302,100
ea1p1,20211123102211_836,752030,16376593295051538,100
ea1p1,20211123102358_455,1340263,16376594342265380,100
ea1p1,20211123102408_92,2570100,16376594455136020,100
ea1p1,20211123102427_484,985527,16376594661352410,100
ea1p1,20211123102515_379,2841424,16376595056939230,100
ea1p1,20211123102532_215,2090135,16376595289982900,100
ea1p1,20211123102618_174,9110372,16376595652101380,100
ea1p1,20211123102622_438,821060,16376595814026410,100
ea1p1,20211123102646_835,994351,16376596053223610,100
ea1p1,20211123102651_497,104890,16376596113329830,100
ea1p1,20211123102654_654,145685,16376596140450460,100
ea1p1,20211123102806_02,4434203,16376596794098762,100
ea1p1,20211123102814_815,5829533,16376596869551662,100
ea1p1,20211123102946_11,572683,16376597853812972,100
ea1p1,20211123102949_402,25883,16376597893266680,100
ea1p1,20211123103042_774,892366,16376598414281750,100
ea1p1,20211123103049_477,4825008,16376598427760870,100
ea1p1,20211123103054_032,1297055,16376598494789760,100
ea1p1,20211123103101_941,2332368,16376598540336608,100
ea1p1,20211123103121_885,2953193,16376598777970790,100
ea1p1,20211123103136_257,330179,16376598952150610,100
ea1p1,20211123103220_142,484598,16376599385170950,100
ea1p1,20211123103237_042,434295,16376599554013130,100
ea1p1,20211123103300_799,586539,16376599789590450,100
ea1p1,20211123103302_518,510525,16376599808017570,100
ea1p1,20211123103314_545,5453211,16376599871837700,100
ea1p1,20211123103415_378,1343694,16376600507801868,100
ea1p1,20211123103422_328,4556450,16376600553805360,100
ea1p1,20211123103426_023,1417208,16376600623304090,100
ea1p1,20211123103434_442,1360401,16376600724766530,100
ea1p1,20211123103441_616,4726553,16376600744432300,100
ea1p1,20211123103453_127,5169327,16376600854216800,100
ea1p1,20211123103506_197,4125849,16376600931282352,100
ea1p1,20211123103507_646,437414,16376601061984890,100
ea1p1,20211123103529_54,1116489,16376601279703640,100
ea1p1,20211123103534_032,129310,16376601335271968,100
ea1p1,20211123103734_823,401486,16376602535813028,100
ea1p1,20211123103735_661,264306,16376602548403720,100
ea1p1,20211123103827_728,1187915,16376603062092020,100
ea1p1,20211123103836_205,6596024,16376603077309990,100
ea1p1,20211123103837_027,657224,16376603162058762,100
ea1p1,20211123103842_818,581586,16376603209558780,100
ea1p1,20211123103931_853,2634438,16376603638020180,100
ea1p1,20211123104011_578,353034,16376604105242888,100
ea1p1,20211123104013_855,752808,16376604115807322,100
ea1p1,20211123104037_536,3143183,16376604273451582,100
ea1p1,20211123104038_571,314645,16376604375373722,100
ea1p1,20211123104041_06,805510,16376604385722720,100
ea1p1,20211123104046_119,3949144,16376604410777690,100
ea1p1,20211123104053_548,3425552,16376604491136920,100
ea1p1,20211123104148_995,41975,16376605088674550,100
ea1p1,20211123104152_512,2556331,16376605090134038,100
ea1p1,20211123104231_963,2685137,16376605483249158,100
ea1p1,20211123104256_384,128735,16376605759844260,100
ea1p1,20211123104257_376,330187,16376605763854460,100
ea1p1,20211123104257_872,160720,16376605773777450,100
ea1p1,20211123104334_724,250500,16376606139681020,100
ea1p1,20211123104336_958,1725198,16376606147267640,100
ea1p1,20211123104424_134,3129856,16376606597842560,100
ea1p1,20211123104437_237,2859105,16376606677756210,100
ea1p1,20211123104441_17,364537,16376606805843850,100
ea1p1,20211123104509_498,1688452,16376607036820230,100
ea1p1,20211123104659_669,2871910,16376608151730462,100
ea1p1,20211123104702_658,835064,16376608196718350,100
ea1p1,20211123104713_61,7385764,16376608226591820,100
ea1p1,20211123104715_233,1109800,16376608336115680,100
ea1p1,20211123104716_163,18138,16376608361020060,100
ea1p1,20211123104804_863,98976,16376608845380672,100
ea1p1,20211123104816_161,8092148,16376608848676332,100
ea1p1,20211123104818_689,714650,16376608961628650,100
ea1p1,20211123104830_382,1209368,16376609064408578,100
ea1p1,20211123104845_449,75703,16376609252155220,100
ea1p1,20211123104925_673,6056224,16376609571714150,100
ea1p1,20211123104926_884,372489,16376609656753270,100
ea1p1,20211123105008_399,2035123,16376610015919250,100
ea1p1,20211123105033_952,844804,16376610313055020,100
ea1p1,20211123105048_48,6115638,16376610403699750,100
ea1p1,20211123105138_97,735968,16376610979912500,100
ea1p1,20211123105140_903,1389806,16376610989727250,100
ea1p1,20211123105141_49,193506,16376611009042050,100
ea1p1,20211123105142_684,904174,16376611015043540,100
ea1p1,20211123105222_514,1708566,16376611367160100,100
ea1p1,20211123105226_716,2311481,16376611434878450,100
ea1p1,20211123105246_459,910863,16376611652852672,100
ea1p1,20211123105324_949,1363203,16376612001125888,100
ea1p1,20211123105326_854,1338198,16376612049513150,100
ea1p1,20211123105345_935,1582048,16376612208348820,100
ea1p1,20211123105856_628,61487,16376615364337740,80
ea1p1,20211123105902_451,920023,16376615392948400,80
ea1p1,20211123105907_32,3192073,16376615424525540,80
ea1p1,20211123105908_857,385732,16376615473267270,80
ea1p1,20211123105929_712,1344109,16376615655045760,80
ea1p1,20211123110014_707,32509284,16376615697137640,80
ea1p1,20211123110033_855,13912644,16376616147083868,80
ea1p1,20211123110035_861,488851,16376616342548030,80
ea1p1,20211123110036_115,82496,16376616358619462,80
ea1p1,20211123110040_844,2805833,16376616369746700,80
ea1p1,20211123110043_718,10798,16376616436860280,80
ea1p1,20211123110043_87,106908,16376616437197350,80
ea1p1,20211123110046_227,1756783,16376616438712140,80
ea1p1,20211123110047_962,167308,16376616477394640,80
ea1p1,20211123110101_985,9172357,16376616495768430,80
ea1p1,20211123110104_463,804465,16376616620024360,80
ea1p1,20211123110117_443,3427786,16376616644640250,80
ea1p1,20211123110119_319,1257168,16376616774474152,80
ea1p1,20211123110124_369,1656126,16376616793238890,80
ea1p1,20211123110206_179,29264676,16376616860616560,80
ea1p1,20211123110208_512,713804,16376617261818390,80
ea1p1,20211123110210_17,13126,16376617301306660,80
ea1p1,20211123110224_501,2046122,16376617375926868,80
ea1p1,20211123110224_787,204625,16376617445028200,80
ea1p1,20211123110226_261,61933,16376617460829780,80
ea1p1,20211123110229_499,650629,16376617485755898,80
ea1p1,20211123110231_159,99797,16376617510223340,80
ea1p1,20211123110231_278,87889,16376617511602850,80
ea1p1,20211123110231_65,132416,16376617512797370,80
ea1p1,20211123110237_656,4324697,16376617516508592,80
ea1p1,20211123110237_807,92769,16376617576745810,80
ea1p1,20211123110239_71,152848,16376617594996050,80
ea1p1,20211123110239_743,10943,16376617597110528,80
ea1p1,20211123110241_505,680289,16376617605646110,80
ea1p1,20211123110254_222,4262092,16376617615067980,80
ea1p1,20211123110256_576,274873,16376617757700760,80
ea1p1,20211123110311_604,10121284,16376617780694348,80
ea1p1,20211123110312_664,827023,16376617916052548,80
ea1p1,20211123110314_606,465749,16376617931505370,80
ea1p1,20211123110317_35,215823,16376617966736820,80
ea1p1,20211123110751_869,4408786,16376620640567190,80
ea1p1,20211123110752_216,87898,16376620718719450,80
ea1p1,20211123110814_129,748073,16376620918083110,80
ea1p1,20211123110815_659,502670,16376620941450880,80
ea1p1,20211123110815_721,21200,16376620956603360,80
ea1p1,20211123110818_868,1043988,16376620957218880,80
ea1p1,20211123110908_405,16520430,16376620988695660,80
ea1p1,20211123110908_532,39324,16376621484064670,80
ea1p1,20211123110908_548,4478,16376621485331080,80
ea1p1,20211123110908_805,88392,16376621485492908,80
ea1p1,20211123110931_978,6432463,16376621507585170,80
ea1p1,20211123110949_67,5615328,16376621719801720,80
ea1p1,20211123110957_789,620717,16376621959358700,80
ea1p1,20211123110958_443,81199,16376621982005940,80
ea1p1,20211123111001_844,978010,16376621989739310,80
ea1p1,20211123111002_236,124629,16376622018615350,80
ea1p1,20211123111002_691,146297,16376622022373870,80
ea1p1,20211123111004_301,14265,16376622042597120,80
ea1p1,20211123111008_428,875437,16376622058406350,80
ea1p1,20211123111012_124,137189,16376622116982560,80
ea1p1,20211123111020_246,165669,16376622197582840,80
ea1p1,20211123111020_289,14861,16376622202486650,80
ea1p1,20211123111023_936,25381,16376622238626730,80
ea1p1,20211123111023_994,19549,16376622239370338,80
ea1p1,20211123111024_045,11715,16376622239951620,80
ea1p1,20211123111032_064,464697,16376622306562280,80
ea1p1,20211123111110_92,11222907,16376622348589930,80
ea1p1,20211123111113_5,274717,16376622726525220,80
ea1p1,20211123111121_674,4383,16376622816617120,80
ea1p1,20211123111121_846,63666,16376622816757500,80
ea1p1,20211123111226_585,19578861,16376622836512370,80
ea1p1,20211123111230_567,302837,16376623489735680,80
ea1p1,20211123111232_94,13872,16376623528975390,80
ea1p1,20211123111250_277,1378201,16376623656305060,80
ea1p1,20211123111250_341,14642,16376623702956810,80
ea1p1,20211123111301_363,232595,16376623806598330,80
ea1p1,20211123111303_101,232840,16376623822831590,80
ea1p1,20211123111303_126,7986,16376623831033530,80
ea1p1,20211123111345_15,12723555,16376623831276780,80
ea1p1,20211123111345_261,33025,16376624251601410,80
ea1p1,20211123111346_958,19632,16376624268996120,80
ea1p1,20211123111348_242,220868,16376624274933730,80
ea1p1,20211123111358_208,179267,16376624376399230,80
ea1p1,20211123111359_078,11352,16376624390443120,80
ea1p1,20211123111415_803,3637222,16376624441126130,80
ea1p1,20211123111420_085,4182,16376624600729200,80
ea1p1,20211123111430_821,435812,16376624694224480,80
ea1p1,20211123111434_719,1145349,16376624708227160,80
ea1p1,20211123111435_078,22239,16376624750141630,80
ea1p1,20211123111437_186,6275,16376624771637970,80
ea1p1,20211123111437_217,3455,16376624771875810,80
ea1p1,20211123111440_054,809901,16376624772183690,80
ea1p1,20211123112300_9,9268,16376629808525760,60
ea1p1,20211123112300_951,39273,16376629809016940,60
ea1p1,20211123112301_059,66884,16376629809524560,60
ea1p1,20211123112301_799,5808,16376629817790570,60
ea1p1,20211123112303_14,13546,16376629830985752,60
ea1p1,20211123112303_482,3572,16376629834720630,60
ea1p1,20211123112303_873,29873,16376629838354458,60
ea1p1,20211123112304_028,94405,16376629838745050,60
ea1p1,20211123112307_596,815096,16376629863838790,60
ea1p1,20211123112308_185,6997,16376629881662828,60
ea1p1,20211123112309_131,279991,16376629881865260,60
ea1p1,20211123112309_159,21367,16376629891318660,60
ea1p1,20211123112309_205,23943,16376629891605050,60
ea1p1,20211123112312_097,6764,16376629920792570,60
ea1p1,20211123112312_293,130422,16376629920984210,60
ea1p1,20211123112312_366,46050,16376629922942770,60
ea1p1,20211123112312_438,31458,16376629923681390,60
ea1p1,20211123112312_452,7165,16376629924400380,60
ea1p1,20211123112318_477,3802436,16376629931113080,60
ea1p1,20211123112320_128,1719,16376630001233922,60
ea1p1,20211123112320_229,63051,16376630001477380,60
ea1p1,20211123112320_256,8893,16376630002304480,60
ea1p1,20211123112320_996,21779,16376630009431332,60
ea1p1,20211123112321_717,14920,16376630016764792,60
ea1p1,20211123112322_395,289645,16376630019755860,60
ea1p1,20211123112323_175,15105,16376630031306450,60
ea1p1,20211123112324_123,51888,16376630039569030,60
ea1p1,20211123112324_251,44234,16376630041246532,60
ea1p1,20211123112325_049,134693,16376630048478200,60
ea1p1,20211123112325_213,108190,16376630050505240,60
ea1p1,20211123112326_838,501995,16376630060825952,60
ea1p1,20211123112329_208,1590689,16376630068409700,60
ea1p1,20211123112329_242,26051,16376630092093648,60
ea1p1,20211123112330_126,621597,16376630092434298,60
ea1p1,20211123112330_142,5810,16376630101267660,60
ea1p1,20211123112331_402,414637,16376630101433510,60
ea1p1,20211123112332_241,78405,16376630121421180,60
ea1p1,20211123112333_622,158794,16376630131619470,60
ea1p1,20211123112333_735,42772,16376630136237000,60
ea1p1,20211123112335_206,4907,16376630151901860,60
ea1p1,20211123112338_207,1845836,16376630157348450,60
ea1p1,20211123112338_392,64147,16376630182085258,60
ea1p1,20211123112340_04,1210383,16376630183930790,60
ea1p1,20211123112340_934,38231,16376630208312480,60
ea1p1,20211123112341_194,87418,16376630209348590,60
ea1p1,20211123112341_745,392247,16376630211952650,60
ea1p1,20211123112344_15,1290094,16376630223571780,60
ea1p1,20211123112345_237,380117,16376630241507800,60
ea1p1,20211123112345_94,5177,16376630259342230,60
ea1p1,20211123112346_001,49501,16376630259415920,60
ea1p1,20211123112346_026,1987,16376630260188890,60
ea1p1,20211123112346_797,3402,16376630267881430,60
ea1p1,20211123112347_517,84939,16376630274150420,60
ea1p1,20211123112347_588,21056,16376630275179760,60
ea1p1,20211123112352_657,3017026,16376630284603590,60
ea1p1,20211123112353_72,773436,16376630326584620,60
ea1p1,20211123112353_743,7777,16376630337223570,60
ea1p1,20211123112355_017,3104,16376630350091750,60
ea1p1,20211123112356_237,1369,16376630362336900,60
ea1p1,20211123112356_304,15270,16376630362849280,60
ea1p1,20211123112356_522,162601,16376630363048170,60
ea1p1,20211123112401_71,1181665,16376630384168090,60
ea1p1,20211123112401_716,3872,16376630417111290,60
ea1p1,20211123112405_318,2089394,16376630425071300,60
ea1p1,20211123112406_246,10390,16376630462190822,60
ea1p1,20211123112412_198,4313988,16376630462471520,60
ea1p1,20211123112418_655,4214303,16376630530792500,60
ea1p1,20211123112419_88,205751,16376630592645730,60
ea1p1,20211123112419_891,7891,16376630598809310,60
ea1p1,20211123112419_914,8433,16376630598926850,60
ea1p1,20211123112420_572,42338,16376630605184842,60
ea1p1,20211123112420_59,6485,16376630605736908,60
ea1p1,20211123112420_903,64211,16376630607089592,60
ea1p1,20211123112420_933,11006,16376630609043980,60
ea1p1,20211123112421_058,49387,16376630609340920,60
ea1p1,20211123112421_074,913,16376630610589860,60
ea1p1,20211123112421_104,21909,16376630610754990,60
ea1p1,20211123112421_99,64323,16376630618171520,60
ea1p1,20211123112422_78,108879,16376630626440900,60
ea1p1,20211123112424_343,513376,16376630628905940,60
ea1p1,20211123112426_075,514193,16376630654090468,60
ea1p1,20211123112427_397,26013,16376630673317740,60
ea1p1,20211123112427_465,13336,16376630674488380,60
ea1p1,20211123112427_481,5696,16376630674664340,60
ea1p1,20211123112428_943,655872,16376630680506850,60
ea1p1,20211123112429_13,65161,16376630689440110,60
ea1p1,20211123112429_499,137038,16376630691317750,60
ea1p1,20211123112429_521,8359,16376630694999990,60
ea1p1,20211123112430_017,152394,16376630697803610,60
ea1p1,20211123112434_02,1034701,16376630706966240,60
ea1p1,20211123112434_038,5873,16376630740220870,60
ea1p1,20211123112434_676,224909,16376630740386780,60
ea1p1,20211123112435_44,4523,16376630754328908,60
ea1p1,20211123112436_716,365488,16376630761764490,60
ea1p1,20211123112439_246,197949,16376630786939060,60
ea1p1,20211123112440_823,16793,16376630808019258,60
ea1p1,20211123112440_879,27412,16376630808244550,60
ea1p1,20211123112441_727,63694,16376630815441570,60
ea1p1,20211123112441_756,1958,16376630817512200,60
ea1p1,20211123112442_867,59789,16376630827090020,60
ea1p1,20211123113436_041,798618,16376636746418728,80
ea1p1,20211123113436_518,344938,16376636760428268,80
ea1p1,20211123113441_259,1123747,16376636797419240,80
ea1p1,20211123113442_712,466574,16376636812597960,80
ea1p1,20211123113508_736,8599266,16376636827133990,80
ea1p1,20211123113508_773,28918,16376637087368600,80
ea1p1,20211123113508_891,35393,16376637087747750,80
ea1p1,20211123113508_97,64200,16376637088922120,80
ea1p1,20211123113510_763,603193,16376637089713170,80
ea1p1,20211123113514_708,1136864,16376637132072188,80
ea1p1,20211123113518_575,127772,16376637184005440,80
ea1p1,20211123113519_421,142136,16376637189877378,80
ea1p1,20211123113526_714,1013587,16376637237197462,80
ea1p1,20211123113530_552,18821,16376637304960548,80
ea1p1,20211123113714_374,34975704,16376637305535240,80
ea1p1,20211123113717_444,490747,16376638367816300,80
ea1p1,20211123114006_332,126234276,16376638382267520,80
ea1p1,20211123114008_093,48218,16376640079520472,80
ea1p1,20211123114008_202,70869,16376640080945188,80
ea1p1,20211123114009_919,12301,16376640098821412,80
ea1p1,20211123114014_257,565927,16376640125859088,80
ea1p1,20211123114017_433,419852,16376640161993010,80
ea1p1,20211123114035_764,6474162,16376640255918068,80
ea1p1,20211123114035_957,136873,16376640357657330,80
ea1p1,20211123114044_501,2790239,16376640359585950,80
ea1p1,20211123114045_199,503745,16376640445030470,80
ea1p1,20211123114059_462,6665422,16376640506230000,80
ea1p1,20211123114109_677,5251705,16376640626698540,80
ea1p1,20211123114111_071,463413,16376640696783710,80
ea1p1,20211123114111_108,11876,16376640710721660,80
ea1p1,20211123114114_799,2758868,16376640711089470,80
ea1p1,20211123114202_738,13084080,16376640842882610,80
ea1p1,20211123114202_979,81287,16376641227400550,80
ea1p1,20211123114203_118,49980,16376641229799350,80
ea1p1,20211123114204_988,605298,16376641231196440,80
ea1p1,20211123114211_939,10529,16376641319068292,80
ea1p1,20211123114234_866,7745448,16376641319398710,80
ea1p1,20211123115514_009,88433448,16376641548688510,80
ea1p1,20211123115518_95,3650882,16376649140580102,80
ea1p1,20211123115519_556,207329,16376649189575340,80
ea1p1,20211123115525_941,2491653,16376649226759688,80
ea1p1,20211123115537_029,1671353,16376649320270700,80
ea1p1,20211123115537_116,25002,16376649370306490,80
ea1p1,20211123115537_144,19863,16376649371180310,80
ea1p1,20211123115538_125,13578,16376649380838680,80
ea1p1,20211123115540_154,145545,16376649397053090,80
ea1p1,20211123120001_227,197404899,16376649401556370,80
ea1p1,20211123120001_795,419085,16376652012291940,80
ea1p1,20211123120008_786,2353647,16376652017967830,80
ea1p1,20211123120009_03,76720,16376652087880620,80
ea1p1,20211123120010_246,46533,16376652101160690,80
ea1p1,20211123120013_175,1063147,16376652117725780,80
ea1p1,20211123120013_319,51973,16376652131764380,80
ea1p1,20211123120514_418,221871026,16376652133210362,80
ea1p1,20211123120514_781,108571,16376655144266340,80
ea1p1,20211123121015_613,3297458,16376658107539670,80
ea1p1,20211123121015_675,26593,16376658156153930,80
ea1p1,20211123121018_173,17982,16376658181140320,80
ea1p1,20211123121018_358,131823,16376658181747320,80
ea1p1,20211123121023_099,616417,16376658221320780,80
ea1p1,20211123121033_591,44227,16376658335373818,80
ea1p1,20211123121037_183,29870,16376658371464118,80
ea1p1,20211123121037_323,43215,16376658371843150,80
ea1p1,20211123121037_885,406838,16376658373239630,80
ea1p1,20211123121039_693,105851,16376658393778360,80
ea1p1,20211123121041_306,5527,16376658412720420,80
ea1p1,20211123121526_483,203272555,16376658419579812,80
ea1p1,20211123121533_325,1454158,16376661286980800,80
ea1p1,20211123121812_704,52061754,16376661338813510,80
ea1p1,20211123121953_289,32488876,16376662927234530,80
ea1p1,20211123122059_782,20759080,16376663932918920,80
ea1p1,20211123122059_851,20853,16376664597866350,80
ea1p1,20211123122105_303,3965869,16376664598542340,80
ea1p1,20211123122106_697,477126,16376664653052918,80
ea1p1,20211123122109_253,439268,16376664678971750,80
ea1p1,20211123122109_532,164402,16376664692545530,80
ea1p1,20211123122112_913,103011,16376664727683420,80
