algorithm,date,iteration,seed,size
ea1p1,20211123122130_336,4795732,16376664753463800,80
ea1p1,20211123122130_885,423794,16376664903371770,80
ea1p1,20211123122130_892,5414,16376664908861092,80
ea1p1,20211123122131_13,177274,16376664908937970,80
ea1p1,20211123122304_194,64937966,16376664926080030,80
ea1p1,20211123122304_454,206208,16376665841957400,80
ea1p1,20211123122305_012,434115,16376665844557600,80
ea1p1,20211123122313_11,6206103,16376665850136508,80
ea1p1,20211123122313_908,65352,16376665938064820,80
ea1p1,20211123122313_913,1713,16376665939088870,80
ea1p1,20211123122313_918,1479,16376665939145620,80
ea1p1,20211123122317_299,92801,16376665969820430,80
ea1p1,20211123122317_318,5523,16376665973006310,80
ea1p1,20211123122330_65,2043395,16376666045802500,80
ea1p1,20211123122331_39,568398,16376666106514060,80
ea1p1,20211123122338_717,14337,16376666186715022,80
ea1p1,20211123122344_599,32919,16376666244929400,80
ea1p1,20211123122410_025,18094844,16376666246001270,80
ea1p1,20211123122415_536,2703604,16376666516731050,80
ea1p1,20211123122420_641,1038320,16376666571715010,80
ea1p1,20211123122420_732,33362,16376666606423550,80
ea1p1,20211123122431_174,147158,16376666707249802,80
ea1p1,20211123122439_622,2814244,16376666711748570,80
ea1p1,20211123122441_959,255910,16376666811261590,80
ea1p1,20211123122442_228,181931,16376666819602370,80
ea1p1,20211123122738_378,12132,16376668576005312,80
ea1p1,20211123122740_819,10185,16376668607914710,80
ea1p1,20211123122743_72,2518525,16376668608200480,80
ea1p1,20211123122748_564,4702,16376668685505810,80
ea1p1,20211123122753_59,67190,16376668735201950,80
ea1p1,20211123123358_349,309160752,16376668735912800,80
ea1p1,20211123123358_602,20384,16376672384597740,80
ea1p1,20211123123643_452,5305,16376674034367970,80
ea1p1,20211123123643_543,23464,16376674034533760,80
ea1p1,20211123123644_208,211952,16376674035441030,80
ea1p1,20211123123658_798,4964795,16376674042092680,80
ea1p1,20211123123701_991,1424690,16376674203052080,80
ea1p1,20211123123702_054,21208,16376674220161880,80
ea1p1,20211123123703_558,538093,16376674220550790,80
ea1p1,20211123123705_164,67708,16376674249850618,80
ea1p1,20211123123708_27,1109068,16376674251807410,80
ea1p1,20211123123710_547,1981242,16376674282858000,80
ea1p1,20211123123710_603,49786,16376674305485120,80
ea1p1,20211123123712_271,911974,16376674312237970,80
ea1p1,20211123123713_745,817244,16376674328065550,80
ea1p1,20211123123713_802,19819,16376674337467340,80
ea1p1,20211123123715_309,22258,16376674352293720,80
ea1p1,20211123123715_555,88924,16376674353098720,80
ea1p1,20211123123735_659,2883973,16376674475520250,80
ea1p1,20211123123735_739,23297,16376674556600450,80
ea1p1,20211123123735_741,1572,16376674557397830,80
ea1p1,20211123123737_984,184434,16376674577665710,80
ea1p1,20211123123737_999,5310,16376674579854310,80
ea1p1,20211123123747_489,3396253,16376674580000780,80
ea1p1,20211123123749_896,72978,16376674696766232,80
ea1p1,20211123123750_483,1792,16376674704808260,80
ea1p1,20211123123751_725,964449,16376674706375402,80
ea1p1,20211123123800_776,5281148,16376674746319360,80
ea1p1,20211123123801_917,1007573,16376674807779068,80
ea1p1,20211123123805_236,423946,16376674838710908,80
ea1p1,20211123123806_801,32426,16376674867509510,80
ea1p1,20211123123815_865,6400652,16376674874203790,80
ea1p1,20211123123819_238,2737909,16376674958672790,80
ea1p1,20211123123822_52,384517,16376675020726480,80
ea1p1,20211123123823_344,145389,16376675031763000,80
ea1p1,20211123123824_862,18222,16376675048290930,80
ea1p1,20211123123825_05,163304,16376675048638970,80
ea1p1,20211123123831_371,5252805,16376675050511360,80
ea1p1,20211123123831_441,21693,16376675113735160,80
ea1p1,20211123123831_461,7885,16376675114420568,80
ea1p1,20211123123835_172,166368,16376675146287350,80
ea1p1,20211123123836_98,49868,16376675168294712,80
ea1p1,20211123124534_375,338081,16376679332226592,80
ea1p1,20211123124537_318,465969,16376679359308528,80
ea1p1,20211123124538_035,20199,16376679379607970,80
ea1p1,20211123124541_191,559201,16376679395396300,80
ea1p1,20211123124551_808,22520,16376679517445220,80
ea1p1,20211123124552_194,131588,16376679518099350,80
ea1p1,20211123124556_672,25972,16376679565768590,80
ea1p1,20211123124556_778,31649,16376679566729750,80
ea1p1,20211123124558_17,234808,16376679574820508,80
ea1p1,20211123124559_008,291846,16376679581716148,80
ea1p1,20211123124559_231,7725,16376679592085080,80
ea1p1,20211123124603_122,20639,16376679630648110,80
ea1p1,20211123124608_191,17184,16376679681451540,80
ea1p1,20211123124611_739,32251,16376679716511050,80
ea1p1,20211123124619_0,1923201,16376679733455740,80
ea1p1,20211123124620_902,16506,16376679808404200,80
ea1p1,20211123124625_428,1284894,16376679816286080,80
ea1p1,20211123124625_452,8336,16376679854290630,80
ea1p1,20211123124630_068,9163,16376679900406100,80
ea1p1,20211123124634_039,21977,16376679939587100,80
ea1p1,20211123124636_616,66300,16376679964212320,80
ea1p1,20211123124636_892,94583,16376679966172630,80
ea1p1,20211123124638_465,11561,16376679984310650,80
ea1p1,20211123124641_167,10455,16376680011191990,80
ea1p1,20211123124642_709,20918,16376680026517388,80
ea1p1,20211123124642_845,43831,16376680027100940,80
ea1p1,20211123124653_066,29556,16376680129868550,80
ea1p1,20211123124654_682,9426,16376680146550382,80
ea1p1,20211123124702_898,1122583,16376680195487280,80
ea1p1,20211123124703_527,204115,16376680229173700,80
ea1p1,20211123124706_108,349823,16376680250670530,80
ea1p1,20211123124706_862,45964,16376680267384310,80
ea1p1,20211123124707_455,192771,16376680268790870,80
ea1p1,20211123124709_857,12936,16376680297893838,80
ea1p1,20211123124725_054,2046071,16376680391049660,80
ea1p1,20211123124726_656,33805,16376680465591940,80
ea1p1,20211123124731_762,382766,16376680504369430,80
ea1p1,20211123124744_429,4243245,16376680517634390,80
ea1p1,20211123124749_842,140419,16376680694387520,80
ea1p1,20211123124749_849,2255,16376680698435710,80
ea1p1,20211123124751_892,7633,16376680718512580,80
ea1p1,20211123124756_555,1032061,16376680733726348,80
ea1p1,20211123124756_768,70777,16376680765564150,80
ea1p1,20211123124756_822,18989,16376680767688570,80
ea1p1,20211123124757_518,228315,16376680768231160,80
ea1p1,20211123124801_549,328833,16376680804714910,80
ea1p1,20211123124811_731,2812286,16376680836540610,80
ea1p1,20211123124812_392,16879,16376680923466290,80
ea1p1,20211123124818_098,372445,16376680970305920,80
ea1p1,20211123124818_74,20647,16376680986818882,80
ea1p1,20211123125154_819,180029,16376683145670050,80
ea1p1,20211123125157_181,305700,16376683162369650,80
ea1p1,20211123125158_158,236917,16376683178370510,80
ea1p1,20211123125200_888,523445,16376683191151850,80
ea1p1,20211123125204_885,33311,16376683247900900,80
ea1p1,20211123125209_807,1022381,16376683266436910,80
ea1p1,20211123125209_813,1911,16376683298085958,80
ea1p1,20211123125217_976,2380365,16376683298144168,80
ea1p1,20211123125218_231,78102,16376683379780828,80
ea1p1,20211123125220_721,160349,16376683404885700,80
ea1p1,20211123125224_761,1188742,16376683407219200,80
ea1p1,20211123125224_971,60800,16376683447628592,80
ea1p1,20211123125243_698,5385030,16376683449730940,80
ea1p1,20211123125250_273,725462,16376683678185288,80
ea1p1,20211123125255_85,1260960,16376683711137300,80
ea1p1,20211123125256_892,198850,16376683764789218,80
ea1p1,20211123125257_142,53876,16376683768937510,80
ea1p1,20211123125258_634,1155606,16376683771436110,80
ea1p1,20211123125258_783,119386,16376683786351630,80
ea1p1,20211123125301_057,419091,16376683804879160,80
ea1p1,20211123125301_083,8326,16376683810581182,80
ea1p1,20211123125307_529,19327,16376683874754610,80
ea1p1,20211123125307_652,37420,16376683875298070,80
ea1p1,20211123125310_222,574524,16376683883441588,80
ea1p1,20211123125314_227,1732637,16376683919693830,80
ea1p1,20211123125315_913,635,16376683959125560,80
ea1p1,20211123125322_949,5647054,16376683959139860,80
ea1p1,20211123125323_2,86610,16376684029503738,80
ea1p1,20211123125330_589,4190200,16376684054470530,80
ea1p1,20211123125331_157,112973,16376684109885250,80
ea1p1,20211123125333_584,739224,16376684111579360,80
ea1p1,20211123125342_316,6720583,16376684135861790,80
ea1p1,20211123125344_942,714569,16376684223176488,80
ea1p1,20211123125346_43,231412,16376684256570680,80
ea1p1,20211123125351_487,1543737,16376684265578840,80
ea1p1,20211123125400_135,314827,16376684397362190,80
ea1p1,20211123125406_691,3701052,16376684417255660,80
ea1p1,20211123125406_709,4696,16376684466927490,80
ea1p1,20211123125407_914,27858,16376684478354120,80
ea1p1,20211123125408_06,41337,16376684479160882,80
ea1p1,20211123125411_52,1127671,16376684480609282,80
ea1p1,20211123125412_992,1066,16376684529910690,80
ea1p1,20211123125420_423,124138,16376684602638150,80
ea1p1,20211123125420_874,330720,16376684604243520,80
ea1p1,20211123125422_377,38213,16376684622765952,80
ea1p1,20211123125423_59,1009714,16376684623777968,80
ea1p1,20211123125427_261,7476,16376684672416602,80
ea1p1,20211123125433_425,4145073,16376684678767790,80
ea1p1,20211123125433_514,30649,16376684734268630,80
ea1p1,20211123125434_183,22448,16376684741204050,80
ea1p1,20211123125434_191,2674,16376684741841230,80
ea1p1,20211123125440_394,253818,16376684796863690,80
ea1p1,20211123125443_128,73540,16376684829021240,80
ea1p1,20211123125443_284,106804,16376684831465930,80
ea1p1,20211123125444_379,884550,16376684832852458,80
ea1p1,20211123125449_449,1668020,16376684843805348,80
ea1p1,20211123125451_309,18378,16376684912427380,80
ea1p1,20211123125456_477,1078656,16376684950888080,80
ea1p1,20211123125456_51,5840,16376684964784300,80
ea1p1,20211123125456_514,1409,16376684965108768,80
ea1p1,20211123125456_539,20612,16376684965155670,80
ea1p1,20211123125457_859,340601,16376684974483300,80
ea1p1,20211123125458_706,227024,16376684984343810,80
ea1p1,20211123125502_42,28866,16376685023866760,80
ea1p1,20211123125509_687,1614807,16376685076149290,80
ea1p1,20211123125509_759,19809,16376685096884050,80
ea1p1,20211123125509_832,62554,16376685097604452,80
ea1p1,20211123125510_193,116566,16376685098335800,80
ea1p1,20211123125513_465,15503,16376685134158380,80
ea1p1,20211123125513_471,1607,16376685134661620,80
ea1p1,20211123125513_523,17138,16376685134720560,80
ea1p1,20211123125514_46,736049,16376685135239590,80
ea1p1,20211123125514_476,5311,16376685144613890,80
ea1p1,20211123125517_084,32400,16376685170249190,80
ea1p1,20211123125518_267,39263,16376685182125480,80
ea1p1,20211123125525_041,111962,16376685248988240,80
ea1p1,20211123125540_253,4895502,16376685250436090,80
ea1p1,20211123125541_653,13696,16376685416118050,80
ea1p1,20211123125543_38,50646,16376685433055060,80
ea1p1,20211123125545_963,605386,16376685451462020,80
ea1p1,20211123125546_3,244193,16376685459648818,80
ea1p1,20211123125547_382,25617,16376685472881360,80
ea1p1,20211123125547_67,47706,16376685475427490,80
ea1p1,20211123125547_689,6910,16376685476716102,80
ea1p1,20211123125547_751,16817,16376685477058070,80
ea1p1,20211123125547_768,5833,16376685477527520,80
ea1p1,20211123125547_848,74231,16376685477693860,80
ea1p1,20211123125551_312,387136,16376685508517630,80
ea1p1,20211123125552_472,941999,16376685513133680,80
ea1p1,20211123125555_702,136771,16376685555249590,80
ea1p1,20211123130639_446,337370,16376691980030020,80
ea1p1,20211123130643_117,67184,16376692030399758,80
ea1p1,20211123130643_189,38944,16376692031185980,80
ea1p1,20211123130644_902,22536,16376692048366370,80
ea1p1,20211123130645_364,136347,16376692049039400,80
ea1p1,20211123130648_703,183788,16376692084230650,80
ea1p1,20211123130650_413,534447,16376692087038960,80
ea1p1,20211123130652_009,46184,16376692119399290,80
ea1p1,20211123130655_224,1074171,16376692120105628,80
ea1p1,20211123130659_111,109723,16376692189745400,80
ea1p1,20211123130704_836,16269,16376692247727160,80
ea1p1,20211123130704_917,29033,16376692248367920,80
ea1p1,20211123130704_991,24753,16376692249179280,80
ea1p1,20211123130709_169,270956,16376692283937830,80
ea1p1,20211123130709_243,27432,16376692291712830,80
ea1p1,20211123130709_908,545718,16376692292437870,80
ea1p1,20211123130711_318,188777,16376692307816260,80
ea1p1,20211123130714_85,7086,16376692348296530,80
ea1p1,20211123130721_38,2646090,16376692380822850,80
ea1p1,20211123130722_956,24629,16376692429270470,80
ea1p1,20211123131019_367,22067,16376694193064712,80
ea1p1,20211123131030_914,3711633,16376694193692770,80
ea1p1,20211123131034_682,286015,16376694338498020,80
ea1p1,20211123131035_635,322025,16376694346831650,80
ea1p1,20211123131036_128,250255,16376694358160110,80
ea1p1,20211123131039_613,19503,16376694395420510,80
ea1p1,20211123131042_848,8376,16376694428042272,80
ea1p1,20211123131046_116,18244,16376694460477650,80
ea1p1,20211123131046_184,23835,16376694461175380,80
ea1p1,20211123131046_206,18539,16376694461849320,80
ea1p1,20211123131046_261,50191,16376694462073140,80
ea1p1,20211123131046_336,52097,16376694462624950,80
ea1p1,20211123131049_416,14213,16376694493613290,80
ea1p1,20211123131049_432,5230,16376694494175400,80
ea1p1,20211123131049_824,305935,16376694494330760,80
ea1p1,20211123131052_675,97421,16376694523866760,80
ea1p1,20211123131054_269,53152,16376694542065660,80
ea1p1,20211123131057_676,24466,16376694576491490,80
ea1p1,20211123131109_393,1694915,16376694638993370,80
ea1p1,20211123131112_902,450471,16376694723474880,80
ea1p1,20211123131113_26,85341,16376694731469760,80
ea1p1,20211123131115_029,61155,16376694749534320,80
ea1p1,20211123131117_856,1267003,16376694760003450,80
ea1p1,20211123131122_569,494622,16376694819590680,80
ea1p1,20211123131123_162,51964,16376694829996020,80
ea1p1,20211123131123_743,48510,16376694835975000,80
ea1p1,20211123131123_873,47648,16376694837442852,80
ea1p1,20211123131127_836,86493,16376694875697330,80
ea1p1,20211123131130_38,147696,16376694901723772,80
ea1p1,20211123131130_918,173234,16376694903810040,80
ea1p1,20211123131135_536,1221280,16376694915982930,80
ea1p1,20211123131136_837,964524,16376694955371530,80
ea1p1,20211123131136_915,26581,16376694968386030,80
ea1p1,20211123131136_921,1778,16376694969162540,80
ea1p1,20211123131138_512,23826,16376694984205570,80
ea1p1,20211123131141_548,542184,16376695008889080,80
ea1p1,20211123131143_078,282569,16376695021514650,80
ea1p1,20211123131148_662,122049,16376695085065300,80
ea1p1,20211123131148_671,7676,16376695086629540,80
ea1p1,20211123131151_635,341003,16376695111703830,80
ea1p1,20211123131154_747,304720,16376695142604138,80
ea1p1,20211123131158_12,102743,16376695179805510,80
ea1p1,20211123131159_299,888888,16376695181215040,80
ea1p1,20211123131202_763,2626761,16376695193016360,80
ea1p1,20211123131204_581,581060,16376695227821382,80
ea1p1,20211123131208_745,11052,16376695287165530,80
ea1p1,20211123131210_469,586627,16376695287464490,80
ea1p1,20211123131210_505,13134,16376695304696578,80
ea1p1,20211123131210_63,46388,16376695305063410,80
ea1p1,20211123131212_459,193659,16376695319161200,80
ea1p1,20211123131216_849,193256,16376695365991250,80
ea1p1,20211123131217_007,126811,16376695368501790,80
ea1p1,20211123131220_797,1299299,16376695370087110,80
ea1p1,20211123131220_803,1576,16376695407987330,80
ea1p1,20211123131225_238,1758105,16376695428670608,80
ea1p1,20211123131232_657,364794,16376695521963720,80
ea1p1,20211123131232_797,26587,16376695527052780,80
ea1p1,20211123131232_812,4328,16376695527985470,80
ea1p1,20211123131234_013,327089,16376695530035040,80
ea1p1,20211123131237_159,10644,16376695571143010,80
ea1p1,20211123131252_39,5071425,16376695571608710,80
ea1p1,20211123131252_732,282544,16376695723910040,80
ea1p1,20211123131256_502,742317,16376695742350760,80
ea1p1,20211123131257_277,575711,16376695765035378,80
ea1p1,20211123131746_209,42875,16376698659578350,80
ea1p1,20211123131746_467,105217,16376698663047610,80
ea1p1,20211123131747_236,265365,16376698668780050,80
ea1p1,20211123131748_792,797656,16376698678019220,80
ea1p1,20211123131752_068,8443,16376698720460660,80
ea1p1,20211123131752_154,27918,16376698720816540,80
ea1p1,20211123131754_512,115010,16376698741997148,80
ea1p1,20211123131754_56,18944,16376698745129710,80
ea1p1,20211123131757_572,78958,16376698773446880,80
ea1p1,20211123131800_807,3194,16376698807984850,80
ea1p1,20211123131802_966,658715,16376698821489730,80
ea1p1,20211123131808_12,103796,16376698877759190,80
ea1p1,20211123131811_756,8143,16376698917140852,80
ea1p1,20211123131812_393,443058,16376698917572810,80
ea1p1,20211123131814_155,53679,16376698939914780,80
ea1p1,20211123131818_264,1400111,16376698964923130,80
ea1p1,20211123131828_38,2051410,16376699018808880,80
ea1p1,20211123131829_044,62472,16376699089673660,80
ea1p1,20211123131829_189,102198,16376699090648702,80
ea1p1,20211123131829_497,92778,16376699091909562,80
ea1p1,20211123131829_688,151019,16376699094980258,80
ea1p1,20211123131829_977,220473,16376699096893712,80
ea1p1,20211123131832_397,18837,16376699123290820,80
ea1p1,20211123131832_967,132838,16376699127662138,80
ea1p1,20211123131834_696,126361,16376699145294312,80
ea1p1,20211123131834_829,68620,16376699146975340,80
ea1p1,20211123131836_484,70889,16376699162765688,80
ea1p1,20211123131842_754,36225,16376699226283020,80
ea1p1,20211123131845_058,24316,16376699250042282,80
ea1p1,20211123131851_611,168424,16376699311449620,80
ea1p1,20211123131902_338,4464240,16376699355764050,80
ea1p1,20211123131902_469,42112,16376699423551460,80
ea1p1,20211123131906_619,1418068,16376699424705890,80
ea1p1,20211123131907_252,504892,16376699466206140,80
ea1p1,20211123131907_922,468915,16376699473516272,80
ea1p1,20211123131911_769,829224,16376699494138460,80
ea1p1,20211123131916_807,1367876,16376699526433480,80
ea1p1,20211123131918_878,20923,16376699588533310,80
ea1p1,20211123131920_855,59312,16376699607017710,80
ea1p1,20211123131920_913,14612,16376699608713440,80
ea1p1,20211123131924_847,1207058,16376699614586160,80
ea1p1,20211123131925_017,126011,16376699648631858,80
ea1p1,20211123131927_408,823124,16376699650799530,80
ea1p1,20211123131932_016,11806,16376699719845440,80
ea1p1,20211123131932_257,82877,16376699720174460,80
ea1p1,20211123131932_621,293185,16376699722792280,80
ea1p1,20211123131933_249,64105,16376699731770110,80
ea1p1,20211123131933_455,162473,16376699732500160,80
ea1p1,20211123131933_991,460313,16376699734561852,80
ea1p1,20211123131934_861,143810,16376699744555120,80
ea1p1,20211123131934_994,104545,16376699748767740,80
ea1p1,20211123131936_021,354882,16376699749954172,80
ea1p1,20211123131936_199,143820,16376699760221068,80
ea1p1,20211123131937_805,85285,16376699775625020,80
ea1p1,20211123131943_063,123095,16376699827163392,80
ea1p1,20211123131943_132,25018,16376699830643570,80
ea1p1,20211123131943_274,36410,16376699831786870,80
ea1p1,20211123131944_714,224294,16376699840930450,80
ea1p1,20211123131946_658,425913,16376699861256248,80
ea1p1,20211123131949_097,792893,16376699881150990,80
ea1p1,20211123131949_117,6619,16376699890987770,80
ea1p1,20211123131949_811,512783,16376699891846780,80
ea1p1,20211123131950_262,161331,16376699898126560,80
ea1p1,20211123131953_809,738405,16376699917265192,80
ea1p1,20211123132512_544,588044,16376703117240332,80
ea1p1,20211123132513_265,380989,16376703125460320,80
ea1p1,20211123132513_467,51315,16376703132660990,80
ea1p1,20211123132517_48,555158,16376703164933190,80
ea1p1,20211123132520_251,661043,16376703174810792,80
ea1p1,20211123132521_924,472440,16376703210386742,80
ea1p1,20211123132526_202,70114,16376703260022622,80
ea1p1,20211123132533_248,450295,16376703319426160,80
ea1p1,20211123132536_856,124754,16376703366578210,80
ea1p1,20211123132546_401,2741425,16376703368577330,80
ea1p1,20211123132553_448,53470,16376703532212730,80
ea1p1,20211123132650_376,13480892,16376703669621460,80
ea1p1,20211123132702_054,812025,16376704194079240,80
ea1p1,20211123132831_944,25573200,16376704323295838,80
ea1p1,20211123132834_943,459787,16376705136022850,80
ea1p1,20211123132836_559,546244,16376705149440380,80
ea1p1,20211123132852_477,170583,16376705322586588,80
ea1p1,20211123133004_038,1462826,16376706017998670,80
ea1p1,20211123133008_881,168693,16376706083476830,80
ea1p1,20211123133019_678,123168,16376706192995870,80
ea1p1,20211123133020_124,140515,16376706196792340,80
ea1p1,20211123133020_703,180105,16376706201258718,80
ea1p1,20211123133023_629,241713,16376706229071770,80
ea1p1,20211123133029_367,1840271,16376706236308640,80
ea1p1,20211123133032_959,1424494,16376706311341072,80
ea1p1,20211123133037_391,1141479,16376706335419540,80
ea1p1,20211123133042_62,42332,16376706424757180,80
ea1p1,20211123133115_617,10091755,16376706444961030,80
ea1p1,20211123133125_113,393935,16376706845584928,80
ea1p1,20211123133125_592,148993,16376706851143580,80
ea1p1,20211123133125_679,30682,16376706855935430,80
ea1p1,20211123133125_887,144457,16376706856807830,80
ea1p1,20211123133126_352,202341,16376706860489460,80
ea1p1,20211123133142_366,3394445,16376706909324140,80
ea1p1,20211123133222_912,13100505,16376707023689130,80
ea1p1,20211123133513_03,53940958,16376707429170958,80
ea1p1,20211123133525_305,16789,16376709252192330,80
ea1p1,20211123133526_005,229774,16376709253063120,80
ea1p1,20211123133528_573,20123,16376709285163240,80
ea1p1,20211123133529_08,384233,16376709285746800,80
ea1p1,20211123135935_117,409485,16376723422066470,60
ea1p1,20211123135940_565,11936,16376723801896220,20
ea1p1,20211123135958_833,332223,16376723805665820,20
ea1p1,20211123140115_715,177732,16376724648222930,20
ea1p1,20211123140121_725,118531,16376724757169098,40
ea1p1,20211123140349_157,4466,16376726290839490,10
ea1p1,20211123140402_02,50473,16376726403743210,15
ea1p1,20211123140410_172,35100,16376726490133360,15
ea1p1,20211123140505_093,642968,16376726556022940,60
ea1p1,20211123140538_416,209476,16376727272230460,15
ea1p1,20211123140541_137,72344,16376727384209260,20
ea1p1,20211123140601_386,19694,16376727609369978,20
ea1p1,20211123140609_638,14497,16376727692810290,10
ea1p1,20211123140609_754,6004,16376727696394870,10
ea1p1,20211123140627_749,217315,16376727697557760,20
ea1p1,20211123140651_857,135610,16376728047407082,40
ea1p1,20211123140717_047,23223,16376728364443450,20
ea1p1,20211123140740_43,284781,16376728372494120,20
ea1p1,20211123140807_067,4050,16376728869666842,10
ea1p1,20211123140812_316,91476,16376728870696818,20
ea1p1,20211123140957_378,981404,16376729185048740,60
ea1p1,20211123141017_076,251741,16376729973809630,20
ea1p1,20211123141028_481,127692,16376730170781350,20
ea1p1,20211123141041_35,178696,16376730327323390,40
ea1p1,20211123141119_697,70326,16376730771808920,15
ea1p1,20211123141341_774,582205,16376731765717822,60
ea1p1,20211123141341_803,1862,16376732217767630,10
ea1p1,20211123141343_035,32980,16376732219575428,20
ea1p1,20211123141348_344,10897,16376732279704800,20
ea1p1,20211123141448_7,58889,16376732866493370,15
ea1p1,20211123141558_781,290437,16376733334944590,20
ea1p1,20211123141754_417,995053,16376733619482960,60
ea1p1,20211123141813_59,281536,16376734744186530,40
ea1p1,20211123141813_661,4561,16376734935915460,10
ea1p1,20211123141845_074,216619,16376735109335770,40
ea1p1,20211123142011_348,128805,16376736023383360,40
ea1p1,20211123142017_618,5361,16376736175035010,10
ea1p1,20211123142124_044,331477,16376736571657000,60
ea1p1,20211123142129_451,111069,16376736840457820,15
ea1p1,20211123142300_368,51987,16376737787358940,20
ea1p1,20211123142430_768,336178,16376738349183460,60
ea1p1,20211123142835_668,148286,16376741079424080,40
ea1p1,20211123142928_756,4919,16376741686537160,10
ea1p1,20211123143126_856,824126,16376742000406042,60
ea1p1,20211123143129_411,52907,16376742868722200,15
ea1p1,20211123143157_594,11972,16376743172857900,10
ea1p1,20211123143212_878,141174,16376743249306000,20
ea1p1,20211123143213_189,13736,16376743328793520,20
ea1p1,20211123143221_718,50867,16376743391394752,15
ea1p1,20211123143226_847,102648,16376743418925350,40
ea1p1,20211123143233_39,14224,16376743531323230,10
ea1p1,20211123143251_643,316231,16376743533914490,20
ea1p1,20211123143256_155,65928,16376743730583630,15
ea1p1,20211123143533_445,86659,16376745301639510,15
ea1p1,20211123143534_445,20337,16376745339585340,20
ea1p1,20211123143642_503,374586,16376745625742280,60
ea1p1,20211210161822_573,1800240,16391494998537828,100
ea1p1,20211210161830_954,2524,16391495109460390,100
ea1p1,20211210161840_858,1411019,16391495160796670,100
ea1p1,20211210161840_88,16942,16391495208592898,100
ea1p1,20211210163203_965,3939,16391503239447480,120
ea1p1,20211210163203_984,5957,16391503239728342,100
ea1p1,20211210163204_468,6869,16391503244595500,120
ea1p1,20211210163204_499,9247,16391503244694700,100
ea1p1,20211210163348_062,8645,16391504280228210,100
ea1p1,20211210163348_085,2703,16391504280784162,100
ea1p1,20211210163348_134,7050,16391504280927190,120
ea1p1,20211210163348_414,4587,16391504284084300,100
ea1p1,20211210163348_835,9208,16391504288060630,100
ea1p1,20211210163348_857,3345,16391504288516300,120
ea1p1,20211210163348_99,9486,16391504289591940,100
ea1p1,20211210163349_056,4444,16391504290514590,100
ea1p1,20211210163349_187,1112,16391504291853890,120
ea1p1,20211210163349_271,1906,16391504292686520,100
ea1p1,20211210163349_31,6182,16391504292874220,100
ea1p1,20211210163349_365,11013,16391504293247490,120
ea1p1,20211210163349_372,4381,16391504293665250,120
ea1p1,20211210163349_399,4855,16391504293733940,120
ea1p1,20211210163349_421,6032,16391504294002408,120
ea1p1,20211210163349_521,6738,16391504295005640,100
ea1p1,20211210163349_527,1576,16391504295226480,120
ea1p1,20211210163349_638,2266,16391504296348520,100
ea1p1,20211210163349_654,11619,16391504296390300,120
ea1p1,20211210163349_656,998,16391504296550590,120
ea1p1,20211210163443_8,11002,16391504837851400,100
ea1p1,20211210163443_865,3419,16391504838380590,100
ea1p1,20211210163444_576,15746,16391504845560802,120
ea1p1,20211210163444_607,8855,16391504845778748,120
ea1p1,20211210163444_697,5888,16391504846762790,120
ea1p1,20211210163444_728,9811,16391504846984580,100
ea1p1,20211210163446_7,12047,16391504866820260,120
ea1p1,20211210163446_718,4284,16391504867011982,100
ea1p1,20211210163446_843,32330,16391504867195510,120
ea1p1,20211210163447_749,6832,16391504877400128,120
ea1p1,20211210163447_84,12085,16391504878246630,120
ea1p1,20211210163447_9,15529,16391504878418210,120
ea1p1,20211210163447_903,861,16391504879009540,100
ea1p1,20211210163448_563,23262,16391504884855280,120
ea1p1,20211210163448_79,11046,16391504887524650,100
ea1p1,20211210163448_8,6417,16391504887914750,100
ea1p1,20211210163449_444,6659,16391504894225010,100
ea1p1,20211210163449_45,3864,16391504894452500,120
ea1p1,20211210163449_458,5729,16391504894510850,100
ea1p1,20211210163449_47,8069,16391504894596300,100
ea1p1,20211210163618_793,1764008,16391505762031022,100
ea1p1,20211210163631_746,3624892,16391505787954050,120
ea1p1,20211210163634_278,1850849,16391505917471730,120
ea1p1,20211210163906_656,45118,16391507464520190,100
ea1p1,20211210163906_741,63649,16391507466577548,100
ea1p1,20211210163910_067,177975,16391507498094152,100
ea1p1,20211210163910_115,37802,16391507500684610,100
ea1p1,20211210163924_554,242441,16391507637074850,120
ea1p1,20211210163926_176,764119,16391507651026550,120
ea1p1,20211210163926_557,270057,16391507661777238,100
ea1p1,20211210163940_917,97846,16391507805556860,100
ea1p1,20211210163943_064,29615,16391507830251380,120
ea1p1,20211210163943_273,62847,16391507830655480,100
ea1p1,20211210163943_988,499529,16391507832751630,120
ea1p1,20211210163944_139,22555,16391507840680190,120
ea1p1,20211210163944_259,81460,16391507841409060,100
ea1p1,20211210163944_533,203284,16391507842605500,120
ea1p1,20211210163948_185,87569,16391507878882180,120
ea1p1,20211210164001_49,46010,16391508013489320,100
ea1p1,20211210164002_263,217201,16391508014912800,120
ea1p1,20211210164008_576,5486,16391508085693368,120
ea1p1,20211210164010_341,91764,16391508100450870,100
ea1p1,20211210164011_417,169883,16391508108334200,120
ea1p1,20211210164159_025,18278,16391509189473780,120
ea1p1,20211210164159_379,88678,16391509190273790,100
ea1p1,20211210164202_012,128839,16391509215749732,120
ea1p1,20211210164202_322,171442,16391509220132670,120
ea1p1,20211210164205_956,47292,16391509258979070,100
ea1p1,20211210164212_149,117541,16391509319786500,100
ea1p1,20211210164213_16,37301,16391509330384632,120
